Id,Name,Type,ClientType,Point,ServerDays,StartTime,LastTime,ServerFilter,RewardTime,LoopTime,DailyGift,DailyGiftDesc,Param1,Param2,Param3,Pic,JumpGroup,HomeTitle,HomeSubTitle,ToggleIcon,ShowInActivity
5002,英雄礼包,5,6,0,-1,0,0,0,0,-1,,,0,,,image_5002,2802,,,4001,0
5003,升级礼包,5,6,0,-1,0,0,0,0,-1,,,0,,,image_5003,2802,,,4001,0
6001,限时抽卡,6,7,0,9,0,604800,0,0,-1,2:400210:1,全员福利包,2,104004,,image_6001,2801,,,6001,0
6002,限时抽卡,6,7,0,16,0,604800,0,0,-1,2:400210:1,全员福利包,3,104006,,image_6001,2801,,,6001,0
6003,限时抽卡,6,7,0,23,0,604800,0,0,-1,2:400210:1,全员福利包,4,104007,,image_6001,2801,,,6001,0
6004,限时抽卡,6,7,0,30,0,604800,0,0,-1,2:400210:1,全员福利包,5,104008,,image_6001,2801,,,6001,0
6005,限时抽卡,6,7,0,37,0,604800,0,0,-1,2:400210:1,全员福利包,6,104013,,image_6001,2801,,,6001,0
6006,限时抽卡,6,7,0,44,0,604800,0,0,-1,2:400210:1,全员福利包,7,104016,,image_6001,2801,,,6001,0
6007,限时抽卡,6,7,0,51,0,604800,0,0,-1,2:400210:1,全员福利包,8,104022,,image_6001,2801,,,6001,0
6008,限时抽卡,6,7,0,58,0,604800,0,0,-1,2:400210:1,全员福利包,9,104024,,image_6001,2801,,,6001,0
6009,限时抽卡,6,7,0,65,0,604800,0,0,-1,2:400210:1,全员福利包,10,104032,,image_6001,2801,,,6001,0
6010,限时抽卡,6,7,0,72,0,604800,0,0,-1,2:400210:1,全员福利包,11,104004,,image_6001,2801,,,6001,0
6011,限时抽卡,6,7,0,79,0,604800,0,0,-1,2:400210:1,全员福利包,12,104006,,image_6001,2801,,,6001,0
6012,限时抽卡,6,7,0,86,0,604800,0,0,-1,2:400210:1,全员福利包,13,104007,,image_6001,2801,,,6001,0
6013,限时抽卡,6,7,0,93,0,604800,0,0,-1,2:400210:1,全员福利包,14,104008,,image_6001,2801,,,6001,0
6014,限时抽卡,6,7,0,100,0,604800,0,0,-1,2:400210:1,全员福利包,15,104013,,image_6001,2801,,,6001,0
6015,限时抽卡,6,7,0,107,0,604800,0,0,-1,2:400210:1,全员福利包,16,104016,,image_6001,2801,,,6001,0
6016,限时抽卡,6,7,0,114,0,604800,0,0,-1,2:400210:1,全员福利包,17,104022,,image_6001,2801,,,6001,0
6017,限时抽卡,6,7,0,121,0,604800,0,0,-1,2:400210:1,全员福利包,18,104024,,image_6001,2801,,,6001,0
6018,限时抽卡,6,7,0,128,0,604800,0,0,-1,2:400210:1,全员福利包,19,104032,,image_6001,2801,,,6001,0
6019,限时抽卡,6,7,0,135,0,604800,0,0,-1,2:400210:1,全员福利包,20,104004,,image_6001,2801,,,6001,0
6020,限时抽卡,6,7,0,142,0,604800,0,0,-1,2:400210:1,全员福利包,21,104006,,image_6001,2801,,,6001,0
6021,限时抽卡,6,7,0,149,0,604800,0,0,-1,2:400210:1,全员福利包,22,104007,,image_6001,2801,,,6001,0
6022,限时抽卡,6,7,0,156,0,604800,0,0,-1,2:400210:1,全员福利包,23,104008,,image_6001,2801,,,6001,0
6023,限时抽卡,6,7,0,163,0,604800,0,0,-1,2:400210:1,全员福利包,24,104013,,image_6001,2801,,,6001,0
6024,限时抽卡,6,7,0,170,0,604800,0,0,-1,2:400210:1,全员福利包,25,104016,,image_6001,2801,,,6001,0
6025,限时抽卡,6,7,0,177,0,604800,0,0,-1,2:400210:1,全员福利包,26,104022,,image_6001,2801,,,6001,0
6026,限时抽卡,6,7,0,184,0,604800,0,0,-1,2:400210:1,全员福利包,27,104024,,image_6001,2801,,,6001,0
6027,限时抽卡,6,7,0,191,0,604800,0,0,-1,2:400210:1,全员福利包,28,104032,,image_6001,2801,,,6001,0
6028,限时抽卡,6,7,0,198,0,604800,0,0,-1,2:400210:1,全员福利包,31,104004,,image_6001,2801,,,6001,0
6029,限时抽卡,6,7,0,205,0,604800,0,0,-1,2:400210:1,全员福利包,32,104006,,image_6001,2801,,,6001,0
6030,限时抽卡,6,7,0,212,0,604800,0,0,-1,2:400210:1,全员福利包,33,104007,,image_6001,2801,,,6001,0
6031,限时抽卡,6,7,0,219,0,604800,0,0,-1,2:400210:1,全员福利包,34,104008,,image_6001,2801,,,6001,0
6032,限时抽卡,6,7,0,226,0,604800,0,0,-1,2:400210:1,全员福利包,35,104013,,image_6001,2801,,,6001,0
6033,限时抽卡,6,7,0,233,0,604800,0,0,-1,2:400210:1,全员福利包,36,104016,,image_6001,2801,,,6001,0
6034,限时抽卡,6,7,0,240,0,604800,0,0,-1,2:400210:1,全员福利包,37,104022,,image_6001,2801,,,6001,0
6035,限时抽卡,6,7,0,247,0,604800,0,0,-1,2:400210:1,全员福利包,38,104024,,image_6001,2801,,,6001,0
6036,限时抽卡,6,7,0,254,0,604800,0,0,-1,2:400210:1,全员福利包,39,104032,,image_6001,2801,,,6001,0
6037,限时抽卡,6,7,0,261,0,604800,0,0,-1,2:400210:1,全员福利包,42,104004,,image_6001,2801,,,6001,0
6038,限时抽卡,6,7,0,268,0,604800,0,0,-1,2:400210:1,全员福利包,43,104006,,image_6001,2801,,,6001,0
6039,限时抽卡,6,7,0,275,0,604800,0,0,-1,2:400210:1,全员福利包,44,104007,,image_6001,2801,,,6001,0
6040,限时抽卡,6,7,0,282,0,604800,0,0,-1,2:400210:1,全员福利包,45,104008,,image_6001,2801,,,6001,0
6041,限时抽卡,6,7,0,289,0,604800,0,0,-1,2:400210:1,全员福利包,46,104013,,image_6001,2801,,,6001,0
6042,限时抽卡,6,7,0,296,0,604800,0,0,-1,2:400210:1,全员福利包,47,104016,,image_6001,2801,,,6001,0
6043,限时抽卡,6,7,0,303,0,604800,0,0,-1,2:400210:1,全员福利包,48,104022,,image_6001,2801,,,6001,0
6044,限时抽卡,6,7,0,310,0,604800,0,0,-1,2:400210:1,全员福利包,49,104024,,image_6001,2801,,,6001,0
6045,限时抽卡,6,7,0,317,0,604800,0,0,-1,2:400210:1,全员福利包,50,104032,,image_6001,2801,,,6001,0
6046,限时抽卡,6,7,0,324,0,604800,0,0,-1,2:400210:1,全员福利包,53,104004,,image_6001,2801,,,6001,0
6047,限时抽卡,6,7,0,331,0,604800,0,0,-1,2:400210:1,全员福利包,54,104006,,image_6001,2801,,,6001,0
6048,限时抽卡,6,7,0,338,0,604800,0,0,-1,2:400210:1,全员福利包,55,104007,,image_6001,2801,,,6001,0
6049,限时抽卡,6,7,0,345,0,604800,0,0,-1,2:400210:1,全员福利包,56,104008,,image_6001,2801,,,6001,0
6050,限时抽卡,6,7,0,352,0,604800,0,0,-1,2:400210:1,全员福利包,57,104013,,image_6001,2801,,,6001,0
6051,限时抽卡,6,7,0,359,0,604800,0,0,-1,2:400210:1,全员福利包,58,104016,,image_6001,2801,,,6001,0
6052,限时抽卡,6,7,0,366,0,604800,0,0,-1,2:400210:1,全员福利包,59,104022,,image_6001,2801,,,6001,0
6053,限时抽卡,6,7,0,373,0,604800,0,0,-1,2:400210:1,全员福利包,60,104024,,image_6001,2801,,,6001,0
6054,限时抽卡,6,7,0,380,0,604800,0,0,-1,2:400210:1,全员福利包,61,104032,,image_6001,2801,,,6001,0
6055,限时抽卡,6,7,0,387,0,604800,0,0,-1,2:400210:1,全员福利包,62,104004,,image_6001,2801,,,6001,0
6056,限时抽卡,6,7,0,394,0,604800,0,0,-1,2:400210:1,全员福利包,63,104006,,image_6001,2801,,,6001,0
6057,限时抽卡,6,7,0,401,0,604800,0,0,-1,2:400210:1,全员福利包,64,104007,,image_6001,2801,,,6001,0
6058,限时抽卡,6,7,0,408,0,604800,0,0,-1,2:400210:1,全员福利包,65,104008,,image_6001,2801,,,6001,0
6059,限时抽卡,6,7,0,415,0,604800,0,0,-1,2:400210:1,全员福利包,66,104013,,image_6001,2801,,,6001,0
6060,限时抽卡,6,7,0,422,0,604800,0,0,-1,2:400210:1,全员福利包,67,104016,,image_6001,2801,,,6001,0
6061,限时抽卡,6,7,0,429,0,604800,0,0,-1,2:400210:1,全员福利包,68,104022,,image_6001,2801,,,6001,0
6062,限时抽卡,6,7,0,436,0,604800,0,0,-1,2:400210:1,全员福利包,69,104024,,image_6001,2801,,,6001,0
6063,限时抽卡,6,7,0,443,0,604800,0,0,-1,2:400210:1,全员福利包,70,104032,,image_6001,2801,,,6001,0
6064,限时抽卡,6,7,0,450,0,604800,0,0,-1,2:400210:1,全员福利包,71,104004,,image_6001,2801,,,6001,0
6065,限时抽卡,6,7,0,457,0,604800,0,0,-1,2:400210:1,全员福利包,72,104006,,image_6001,2801,,,6001,0
6066,限时抽卡,6,7,0,464,0,604800,0,0,-1,2:400210:1,全员福利包,73,104007,,image_6001,2801,,,6001,0
6067,限时抽卡,6,7,0,471,0,604800,0,0,-1,2:400210:1,全员福利包,74,104008,,image_6001,2801,,,6001,0
6068,限时抽卡,6,7,0,478,0,604800,0,0,-1,2:400210:1,全员福利包,75,104013,,image_6001,2801,,,6001,0
6069,限时抽卡,6,7,0,485,0,604800,0,0,-1,2:400210:1,全员福利包,76,104016,,image_6001,2801,,,6001,0
6070,限时抽卡,6,7,0,492,0,604800,0,0,-1,2:400210:1,全员福利包,77,104022,,image_6001,2801,,,6001,0
6071,限时抽卡,6,7,0,499,0,604800,0,0,-1,2:400210:1,全员福利包,78,104024,,image_6001,2801,,,6001,0
6072,限时抽卡,6,7,0,506,0,604800,0,0,-1,2:400210:1,全员福利包,79,104032,,image_6001,2801,,,6001,0
6073,限时抽卡,6,7,0,513,0,604800,0,0,-1,2:400210:1,全员福利包,80,104004,,image_6001,2801,,,6001,0
6074,限时抽卡,6,7,0,520,0,604800,0,0,-1,2:400210:1,全员福利包,81,104006,,image_6001,2801,,,6001,0
6075,限时抽卡,6,7,0,527,0,604800,0,0,-1,2:400210:1,全员福利包,82,104007,,image_6001,2801,,,6001,0
6076,限时抽卡,6,7,0,534,0,604800,0,0,-1,2:400210:1,全员福利包,83,104008,,image_6001,2801,,,6001,0
6077,限时抽卡,6,7,0,541,0,604800,0,0,-1,2:400210:1,全员福利包,84,104013,,image_6001,2801,,,6001,0
6078,限时抽卡,6,7,0,548,0,604800,0,0,-1,2:400210:1,全员福利包,85,104016,,image_6001,2801,,,6001,0
6079,限时抽卡,6,7,0,555,0,604800,0,0,-1,2:400210:1,全员福利包,86,104022,,image_6001,2801,,,6001,0
6080,限时抽卡,6,7,0,562,0,604800,0,0,-1,2:400210:1,全员福利包,87,104024,,image_6001,2801,,,6001,0
6081,限时抽卡,6,7,0,569,0,604800,0,0,-1,2:400210:1,全员福利包,88,104032,,image_6001,2801,,,6001,0
7001,小额礼包,7,8,0,0,0,604800,0,0,-1,0.046527778,每日福利,0,,,image_7001,2801,,,7001,0
8001,7日签到,8,9,0,-1,0,0,0,0,-1,,,0,,,image_8001,2803,7|天签到,,7001,0
9001,30日签到,9,10,0,-1,0,0,0,0,-1,,,0,,,image_9001,2804,30|天签到,,7001,0
10001,新手目标,10,11,0,-1,0,0,0,0,-1,,,0,,,image_10001,2805,新手|目标,,7001,0
11001,月卡,11,12,0,-1,0,0,0,0,-1,,,0,,,image_11001,2705,月卡|,,7001,0
13001,国庆签到,13,13,1,0,1696089600,662400,0,0,-1,,,0,,,image_11001,2705,国庆签到|,,7001,0
12001,周琦回归,12,14,0,0,1696089600,662400,0,0,-1,,,0,,,image_12001,2806,周琦回归|,,7001,0
1003,魔王好礼,1,15,1,0,1696089600,662400,0,0,-1,0.046527778,每日福利,2,,,image_1002,2801,魔王好礼|,,1002,0
14001,圣诞宝箱,14,16,0,0,1703174400,431999,0,0,-1,,,0,,,,0,,,,0
15001,圣诞任务,15,17,0,0,1703174400,431999,0,0,-1,2:700001:3,活动期间内每日登录领取,1,,,,0,,,,0
12002,元旦主页,12,18,0,0,1703174400,431999,0,0,-1,,,0,,,,0,,,,0
15002,元旦任务,15,19,0,0,1703174400,431999,0,0,-1,,,2,,,,0,,,,0
16001,新年礼包,16,20,0,0,1703174400,431999,0,0,-1,0.053333333,元旦福利,0,,,,0,元旦礼包|,,,0
17001,跨年签到,17,21,0,0,1703174400,431999,0,0,-1,,,0,,,,0,,,,0
18001,教练训话,18,22,0,-1,0,0,0,0,-1,,,0,,,,0,,,7001,0
19001,弹出礼包,19,23,0,-1,0,0,0,0,-1,,,0,,,,0,,,7001,0
16002,春节礼包,16,24,0,0,1706803200,1295999,0,0,-1,1:2:888|2:700002:3,新春福利,0,,,,0,春节礼包|,,16002,0
15003,春节任务,15,25,0,0,1706803200,1295999,0,0,-1,,,2,,,,0,,,15003,0
20001,龙年红包,20,26,0,0,1706803200,1295999,0,0,-1,,,700002,200261,,,0,,,20001,0
17002,春节祈愿,17,27,0,0,1706803200,1295999,0,0,-1,,,0,,,,0,,,17002,0
12003,新星·杨瀚森,12,28,0,0,1706803200,1295999,0,0,-1,,,0,,,,0,,,15003,0
12004,巅峰·李晓旭,12,29,0,0,1706803200,1295999,0,0,-1,,,0,,,,0,,,16002,0
21001,全明星,21,30,0,1,1709049600,863999,1,259199,-1,1:01:30,,0,,,,0,,,21001,0
16003,礼包,16,31,0,1,1709049600,1123199,1,0,-1,0.053333333,全明星福利,0,,,,0,,,16002,0
15004,任务,15,32,0,1,1709049600,1123199,1,0,-1,,,2,,,,0,,,15003,0
100001,北区限时招募,6,37,0,1,1709049600,1123199,1,0,-1,2:400210:1,全员福利包,29,104040,north,image_6001,2801,,,6001,0
100002,南区限时招募,6,37,0,1,1709049600,1123199,1,0,-1,2:400210:1,全员福利包,30,104041,south,image_6001,2801,,,6001,0
100003,北区限时招募,6,37,0,1,1714320000,691200,1,0,-1,2:400210:1,全员福利包,40,104042,north,image_6001,2801,,,6001,0
100004,南区限时招募,6,37,0,1,1714320000,691200,1,0,-1,2:400210:1,全员福利包,41,104043,south,image_6001,2801,,,6001,0
100005,北区限时招募,6,37,0,1,1717516800,950400,1,0,-1,2:400210:1,全员福利包,51,104044,north,image_6001,2801,,,6001,0
100006,南区限时招募,6,37,0,1,1717516800,950400,1,0,-1,2:400210:1,全员福利包,52,104045,south,image_6001,2801,,,6001,0
100007,北区限时招募,6,37,0,1,1721836800,1555200,1,0,-1,2:400210:1,全员福利包,89,104046,north,image_6001,2801,,,6001,0
100008,南区限时招募,6,37,0,1,1721836800,1555200,1,0,-1,2:400210:1,全员福利包,90,104047,south,image_6001,2801,,,6001,0
16004,活动礼包,16,33,0,1,1714320000,691200,1,0,-1,0.053333333,节日福利,0,,,,0,节日礼包|,,16002,0
15005,旅行任务,15,34,0,1,1714320000,691200,1,0,-1,,,2,,,,0,,,15003,0
17003,节日祈愿,17,35,0,1,1714320000,691200,1,0,-1,,,0,,,,0,,,17002,0
22001,旅行棋盘,22,36,0,1,1714320000,691200,1,0,-1,,,150,700003,,,0,,,1001,0
23001,冠军竞猜,23,38,0,1,1715529600,2419200,1,0,-1,1:01:58,夺冠福利,0,,,,2801,,,23001,0
23002,赛事竞猜,24,39,0,1,1715529600,2419200,1,0,-1,,,0,,,,2801,,,23002,0
25001,赛龙舟,25,40,0,1,1717516800,950400,1,259200,-1,,,700004,,,,2801,,,25001,0
15006,端午节任务,15,41,0,1,1717516800,950400,1,0,-1,,,1,,,,0,,,,0
17004,端午祈愿,17,42,0,1,1717516800,950400,1,0,-1,,,0,,,,0,,,17002,0
16005,活动礼包,16,43,0,1,1717516800,950400,1,0,-1,0.053333333,节日福利,0,,,,0,节日礼包|,,16002,0
17005,奥运祈愿,17,44,0,1,1721836800,1555200,1,0,-1,,,0,,,,0,,,17002,0
16006,奥运礼包,16,45,0,1,1721836800,1555200,1,0,-1,0.053333333,节日福利,0,,,,0,奥运礼包|,,16002,0
