Id,Name,Icon,Desc,Quality,Type,Param1,Param2,Price,ExpirationTime,StackNum,Uselv
304033,林葳碎片,304033,集齐50个林葳碎片，可以合成一个林葳。,4,3,50,104033,40,0,999,0
304034,程帅澎碎片,304034,集齐50个程帅澎碎片，可以合成一个程帅澎。,4,3,50,104034,40,0,999,0
304035,周琦碎片,304035,集齐50个周琦碎片，可以合成一个周琦。,4,3,50,104035,40,0,999,0
304036,陈国豪碎片,304036,集齐50个陈国豪碎片，可以合成一个陈国豪。,4,3,50,104036,40,0,999,0
304037,邹阳碎片,304037,集齐50个邹阳碎片，可以合成一个邹阳。,4,3,50,104037,40,0,999,0
304038,杨瀚森碎片,304038,集齐50个杨瀚森碎片，可以合成一个杨瀚森。,4,3,50,104038,40,0,999,0
304039,巅峰·李晓旭碎片,304039,集齐50个巅峰·李晓旭碎片，可以合成一个巅峰·李晓旭。,4,3,50,104039,40,0,999,0
304040,全明星·赵睿碎片,304040,集齐50个全明星·赵睿碎片，可以合成一个全明星·赵睿。,4,3,50,104040,40,0,999,0
304041,全明星·胡明轩碎片,304041,集齐50个全明星·胡明轩碎片，可以合成一个全明星·胡明轩。,4,3,50,104041,40,0,999,0
304042,全明星·张镇麟碎片,304042,集齐50个全明星·张镇麟碎片，可以合成一个全明星·张镇麟。,4,3,50,104042,40,0,999,0
304043,全明星·崔永熙碎片,304043,集齐50个全明星·崔永熙碎片，可以合成一个全明星·崔永熙。,4,3,50,104043,40,0,999,0
304044,全明星·阿不都沙拉木碎片,304044,集齐50个全明星·阿不都沙拉木碎片，可以合成一个全明星·阿不都沙拉木。,4,3,50,104044,40,0,999,0
304045,全明星·胡金秋碎片,304045,集齐50个全明星·胡金秋碎片，可以合成一个全明星·胡金秋。,4,3,50,104045,40,0,999,0
304046,全明星·赵继伟,304046,集齐50个全明星·赵继伟碎片，可以合成一个全明星·赵继伟。,4,3,50,104046,40,0,999,0
304047,全明星·孙铭徽,304047,集齐50个全明星·孙铭徽碎片，可以合成一个全明星·孙铭徽。,4,3,50,104047,40,0,999,0
303001,余嘉豪碎片,303001,集齐30个余嘉豪碎片，可以合成一个余嘉豪。,3,3,30,103001,30,0,999,0
303002,钟诚碎片,303002,集齐30个钟诚碎片，可以合成一个钟诚。,3,3,30,103002,30,0,999,0
303003,刘东碎片,303003,集齐30个刘东碎片，可以合成一个刘东。,3,3,30,103003,30,0,999,0
303004,王奕博碎片,303004,集齐30个王奕博碎片，可以合成一个王奕博。,3,3,30,103004,30,0,999,0
303005,于德豪碎片,303005,集齐30个于德豪碎片，可以合成一个于德豪。,3,3,30,103005,30,0,999,0
303006,袁堂文碎片,303006,集齐30个袁堂文碎片，可以合成一个袁堂文。,3,3,30,103006,30,0,999,0
303007,黎伊扬碎片,303007,集齐30个黎伊扬碎片，可以合成一个黎伊扬。,3,3,30,103007,30,0,999,0
303008,王洪碎片,303008,集齐30个王洪碎片，可以合成一个王洪。,3,3,30,103008,30,0,999,0
303009,李原宇碎片,303009,集齐30个李原宇碎片，可以合成一个李原宇。,3,3,30,103009,30,0,999,0
303010,徐杰碎片,303010,集齐30个徐杰碎片，可以合成一个徐杰。,3,3,30,103010,30,0,999,0
303011,祝铭震碎片,303011,集齐30个祝铭震碎片，可以合成一个祝铭震。,3,3,30,103011,30,0,999,0
303012,李慕豪碎片,303012,集齐30个李慕豪碎片，可以合成一个李慕豪。,3,3,30,103012,30,0,999,0
303013,任骏飞碎片,303013,集齐30个任骏飞碎片，可以合成一个任骏飞。,3,3,30,103013,30,0,999,0
303014,孟子凯碎片,303014,集齐30个孟子凯碎片，可以合成一个孟子凯。,3,3,30,103014,30,0,999,0
303015,朱旭航碎片,303015,集齐30个朱旭航碎片，可以合成一个朱旭航。,3,3,30,103015,30,0,999,0
303016,廖三宁碎片,303016,集齐30个廖三宁碎片，可以合成一个廖三宁。,3,3,30,103016,30,0,999,0
303017,李炎哲碎片,303017,集齐30个李炎哲碎片，可以合成一个李炎哲。,3,3,30,103017,30,0,999,0
303018,李安碎片,303018,集齐30个李安碎片，可以合成一个李安。,3,3,30,103018,30,0,999,0
303019,张帆碎片,303019,集齐30个张帆碎片，可以合成一个张帆。,3,3,30,103019,30,0,999,0
303020,邢志强碎片,303020,集齐30个邢志强碎片，可以合成一个邢志强。,3,3,30,103020,30,0,999,0
303021,韩硕碎片,303021,集齐30个韩硕碎片，可以合成一个韩硕。,3,3,30,103021,30,0,999,0
303022,鲁吐布拉碎片,303022,集齐30个鲁吐布拉碎片，可以合成一个鲁吐布拉。,3,3,30,103022,30,0,999,0
303023,张兆旭碎片,303023,集齐30个张兆旭碎片，可以合成一个张兆旭。,3,3,30,103023,30,0,999,0
303024,崔晓龙碎片,303024,集齐30个崔晓龙碎片，可以合成一个崔晓龙。,3,3,30,103024,30,0,999,0
303025,翟晓川碎片,303025,集齐30个翟晓川碎片，可以合成一个翟晓川。,3,3,30,103025,30,0,999,0
303026,王子瑞碎片,303026,集齐30个王子瑞碎片，可以合成一个王子瑞。,3,3,30,103026,30,0,999,0
303027,赵率舟碎片,303027,集齐30个赵率舟碎片，可以合成一个赵率舟。,3,3,30,103027,30,0,999,0
303028,方硕碎片,303028,集齐30个方硕碎片，可以合成一个方硕。,3,3,30,103028,30,0,999,0
303029,赵柏清碎片,303029,集齐30个赵柏清碎片，可以合成一个赵柏清。,3,3,30,103029,30,0,999,0
303030,刘铮碎片,303030,集齐30个刘铮碎片，可以合成一个刘铮。,3,3,30,103030,30,0,999,0
303031,齐麟碎片,303031,集齐30个齐麟碎片，可以合成一个齐麟。,3,3,30,103031,30,0,999,0
303032,景菡一碎片,303032,集齐30个景菡一碎片，可以合成一个景菡一。,3,3,30,103032,30,0,999,0
303033,王少杰碎片,303033,集齐30个王少杰碎片，可以合成一个王少杰。,3,3,30,103033,30,0,999,0
303034,李晓旭碎片,303034,集齐30个李晓旭碎片，可以合成一个李晓旭。,3,3,30,103034,30,0,999,0
303035,焦海龙碎片,303035,集齐30个焦海龙碎片，可以合成一个焦海龙。,3,3,30,103035,30,0,999,0
303036,俞长栋碎片,303036,集齐30个俞长栋碎片，可以合成一个俞长栋。,3,3,30,103036,30,0,999,0
303037,朱俊龙碎片,303037,集齐30个朱俊龙碎片，可以合成一个朱俊龙。,3,3,30,103037,30,0,999,0
303038,李江淮碎片,303038,集齐30个李江淮碎片，可以合成一个李江淮。,3,3,30,103038,30,0,999,0
303039,任骏威碎片,303039,集齐30个任骏威碎片，可以合成一个任骏威。,3,3,30,103039,30,0,999,0
303040,崔晋铭碎片,303040,集齐30个崔晋铭碎片，可以合成一个崔晋铭。,3,3,30,103040,30,0,999,0
303041,王岚嵚碎片,303041,集齐30个王岚嵚碎片，可以合成一个王岚嵚。,3,3,30,103041,30,0,999,0
303042,陆文博碎片,303042,集齐30个陆文博碎片，可以合成一个陆文博。,3,3,30,103042,30,0,999,0
302001,张彪碎片,302001,集齐10个张彪碎片，可以合成一个张彪。,2,3,10,102001,20,0,999,0
302002,史鸿飞碎片,302002,集齐10个史鸿飞碎片，可以合成一个史鸿飞。,2,3,10,102002,20,0,999,0
302003,时德帅碎片,302003,集齐10个时德帅碎片，可以合成一个时德帅。,2,3,10,102003,20,0,999,0
302004,张宁碎片,302004,集齐30个张宁碎片，可以合成一个张宁。,3,3,30,102004,30,0,999,0
302005,原帅碎片,302005,集齐30个原帅碎片，可以合成一个原帅。,3,3,30,102005,30,0,999,0
302006,陈培东碎片,302006,集齐10个陈培东碎片，可以合成一个陈培东。,2,3,10,102006,20,0,999,0
302007,金鑫碎片,302007,集齐10个金鑫碎片，可以合成一个金鑫。,2,3,10,102007,20,0,999,0
302008,黄毅超碎片,302008,集齐10个黄毅超碎片，可以合成一个黄毅超。,2,3,10,102008,20,0,999,0
302009,刘泽一碎片,302009,集齐10个刘泽一碎片，可以合成一个刘泽一。,2,3,10,102009,20,0,999,0
302010,李柏润碎片,302010,集齐10个李柏润碎片，可以合成一个李柏润。,2,3,10,102010,20,0,999,0
302011,丁彦雨航碎片,302011,集齐10个丁彦雨航碎片，可以合成一个丁彦雨航。,2,3,10,102011,20,0,999,0
302012,张殿梁碎片,302012,集齐10个张殿梁碎片，可以合成一个张殿梁。,2,3,10,102012,20,0,999,0
302013,贾诚碎片,302013,集齐10个贾诚碎片，可以合成一个贾诚。,2,3,10,102013,20,0,999,0
302014,罗汉琛碎片,302014,集齐10个罗汉琛碎片，可以合成一个罗汉琛。,2,3,10,102014,20,0,999,0
302015,王睿泽碎片,302015,集齐10个王睿泽碎片，可以合成一个王睿泽。,2,3,10,102015,20,0,999,0
302016,朱荣振碎片,302016,集齐10个朱荣振碎片，可以合成一个朱荣振。,2,3,10,102016,20,0,999,0
302017,李禄曈碎片,302017,集齐10个李禄曈碎片，可以合成一个李禄曈。,2,3,10,102017,20,0,999,0
301001,张祖铭碎片,301001,集齐5个张祖铭碎片，可以合成一个张祖铭。,1,3,5,101001,10,0,999,0
301002,马振翔碎片,301002,集齐5个马振翔碎片，可以合成一个马振翔。,1,3,5,101002,10,0,999,0
301003,朱彦西碎片,301003,集齐5个朱彦西碎片，可以合成一个朱彦西。,1,3,5,101003,10,0,999,0
301004,容子峰碎片,301004,集齐5个容子峰碎片，可以合成一个容子峰。,1,3,5,101004,10,0,999,0
301005,王仔路碎片,301005,集齐5个王仔路碎片，可以合成一个王仔路。,1,3,5,101005,10,0,999,0
301006,赵嘉仁碎片,301006,集齐5个赵嘉仁碎片，可以合成一个赵嘉仁。,1,3,5,101006,10,0,999,0
301007,郭金林碎片,301007,集齐5个郭金林碎片，可以合成一个郭金林。,1,3,5,101007,10,0,999,0
301008,赵嘉义碎片,301008,集齐5个赵嘉义碎片，可以合成一个赵嘉义。,1,3,5,101008,10,0,999,0
301009,田宇恒碎片,301009,集齐5个田宇恒碎片，可以合成一个田宇恒。,1,3,5,101009,10,0,999,0
301010,赵俊峰碎片,301010,集齐5个赵俊峰碎片，可以合成一个赵俊峰。,1,3,5,101010,10,0,999,0
301011,邬挺嘉碎片,301011,集齐5个邬挺嘉碎片，可以合成一个邬挺嘉。,1,3,5,101011,10,0,999,0
301012,贾昊碎片,301012,集齐5个贾昊碎片，可以合成一个贾昊。,1,3,5,101012,10,0,999,0
301013,王化东碎片,301013,集齐5个王化东碎片，可以合成一个王化东。,1,3,5,101013,10,0,999,0
301014,杨金蒙碎片,301014,集齐5个杨金蒙碎片，可以合成一个杨金蒙。,1,3,5,101014,10,0,999,0
301015,刘志轩碎片,301015,集齐5个刘志轩碎片，可以合成一个刘志轩。,1,3,5,101015,10,0,999,0
301016,朱传宇碎片,301016,集齐5个朱传宇碎片，可以合成一个朱传宇。,1,3,5,101016,10,0,999,0
301017,孟天艺碎片,301017,集齐5个孟天艺碎片，可以合成一个孟天艺。,1,3,5,101017,10,0,999,0
400101,红色星晶,400101,可用于红色品质球员的升星。,5,4,21,0,10,0,999,0
400102,橙色星晶,400102,可用于橙色品质球员的升星。,4,4,21,0,10,0,999,0
400103,紫色星晶,400103,可用于紫色品质球员的升星。,3,4,21,0,10,0,999,0
400104,蓝色星晶,400104,可用于蓝色品质球员的升星。,2,4,21,0,10,0,999,0
400105,绿色星晶,400105,可用于绿色品质球员的升星。,1,4,21,0,10,0,999,0
400151,橙色星石,400151,可用于橙色品质球员升品至红色品质。,4,4,21,0,10,0,999,0
400152,紫色星石,400152,可用于紫色品质球员升品至橙色品质。,3,4,21,0,10,0,999,0
400153,蓝色星石,400153,可用于蓝色品质球员升品至紫色品质。,2,4,21,0,10,0,999,0
400154,绿色星石,400154,可用于绿色品质球员升品至蓝色品质。,1,4,21,0,10,0,999,0
400201,球探契约,400201,特殊物品，可用于球员招募。,4,4,20,0,10,0,999,0
400202,体能饮料,400202,特殊物品，可用于给球员补充50点体能。,3,4,21,50,10,0,999,0
400203,裁判手札,400203,特殊物品，可用于清除球员的禁赛。,4,4,21,0,10,0,999,0
400204,教练语录,400204,特殊物品，可用于提升球员的状态到普通。,3,4,21,3,10,0,999,0
400205,特技秘钥,400205,特殊物品，可用于解锁特技训练的坑位。,4,4,10,0,10,0,999,0
400206,医疗箱,400206,减少伤病恢复时间6小时。,3,4,21,21600,10,0,999,0
400207,高级医疗箱,400207,减少伤病恢复时间24小时。,4,4,21,86400,10,0,999,0
400208,高级体能饮料,400208,特殊物品，可用于给球员补充100点体能。,4,4,21,100,10,0,999,0
400209,高级教练语录,400209,特殊物品，可用于提升球员的状态到顶峰。,4,4,21,5,10,0,999,0
400210,资深球探契约,400210,特殊物品，可用于活动期间的球员招募。,4,4,20,0,10,0,999,0
400251,红色技能书,400251,可用于红色品质技能的升级。,5,4,21,0,10,0,999,0
400252,橙色技能书,400252,可用于红色品质技能的升级。,4,4,21,0,10,0,999,0
400253,紫色技能书,400253,可用于红色品质技能的升级。,3,4,21,0,10,0,999,0
400301,改名卡,400301,特殊物品，可修改玩家俱乐部名称。,4,4,15,0,10,0,999,0
400401,战术卡,400401,特殊物品，可用于升级球队战术。,3,4,22,0,10,0,999,0
400402,混合防守卡,400402,凑齐10个可激活混合防守战术。,3,4,22,0,10,0,999,0
400403,联合防守卡,400403,凑齐10个可激活联合防守战术。,3,4,22,0,10,0,999,0
400404,紧逼防守卡,400404,凑齐10个可激活紧逼防守战术。,3,4,22,0,10,0,999,0
400405,挡拆进攻卡,400405,凑齐10个可激活挡拆进攻战术。,3,4,22,0,10,0,999,0
400406,老鹰进攻卡,400406,凑齐10个可激活老鹰进攻战术。,3,4,22,0,10,0,999,0
400407,跑轰进攻卡,400407,凑齐10个可激活跑轰进攻战术。,3,4,22,0,10,0,999,0
400501,竞技币,400501,特殊物品，可用于竞技场商店兑换物品。,3,4,23,0,10,0,99999,0
