Id,Type,Name,Subtitle,ProductId,Content,DailyLimit,Limit,Rmb,Dollar,Pic,Pos,Param,Rebate
700103,7001,球星升品包,球星升品，实力爆发,com.cbaqlyf.ximi.bigbang17.30,1:1:300|2:400154:20,3,0,30.0,4.989999771118164,,0,,500
700104,7001,球星急救包,急救包扎，重返赛场,com.cbaqlyf.ximi.bigbang18.30,1:1:300|2:400207:10,3,0,30.0,4.989999771118164,,0,,500
700105,7001,球星体力包,补充体力，球场战神,com.cbaqlyf.ximi.bigbang19.30,1:1:300|2:400208:10,3,0,30.0,4.989999771118164,,0,,500
700106,7001,教练训话包,教练训诫，提升状态,com.cbaqlyf.ximi.bigbang20.30,1:1:300|2:400209:10,3,0,30.0,4.989999771118164,,0,,500
700107,7001,球馆加速包,加速训练，百炼成钢,com.cbaqlyf.ximi.bigbang21.30,1:1:300|2:200108:10|2:200107:60,3,0,30.0,4.989999771118164,,0,,500
5001001,5001,[中国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001002,5001,[韩国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001003,5001,[日本站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001004,5001,[菲律宾站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001005,5001,[泰国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001006,5001,[印度站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001007,5001,[伊朗站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001008,5001,[安哥拉站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001009,5001,[尼日利亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001010,5001,[塞内加尔站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001011,5001,[科特迪瓦站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001012,5001,[埃及站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001013,5001,[喀麦隆站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001014,5001,[摩洛哥站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001015,5001,[中非站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001016,5001,[突尼西亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001017,5001,[刚果站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001018,5001,[印第安纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001019,5001,[蒙大拿州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001020,5001,[加利福尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001021,5001,[北卡罗来纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001022,5001,[康涅狄格州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001023,5001,[宾夕法尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001024,5001,[堪萨斯州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001025,5001,[加拿大站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001026,5001,[古巴站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001027,5001,[墨西哥站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001028,5001,[维京群岛站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001029,5001,[牙买加站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001030,5001,[哥伦比亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001031,5001,[巴拉马站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001032,5001,[乌拉圭站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001033,5001,[委内瑞拉站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001034,5001,[多米尼加站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001035,5001,[玻利维亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001036,5001,[巴西站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001037,5001,[阿根廷站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001038,5001,[英国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001039,5001,[土耳其站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001040,5001,[芬兰站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001041,5001,[波兰站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001042,5001,[德国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001043,5001,[法国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001044,5001,[意大利站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001045,5001,[希腊站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001046,5001,[瑞典站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001047,5001,[西班牙站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001048,5001,[中国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001049,5001,[韩国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001050,5001,[日本站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001051,5001,[菲律宾站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001052,5001,[俄罗斯站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001053,5001,[印度站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001054,5001,[伊朗站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001055,5001,[安哥拉站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001056,5001,[尼日利亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001057,5001,[塞内加尔站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001058,5001,[科特迪瓦站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001059,5001,[埃及站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001060,5001,[喀麦隆站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001061,5001,[摩洛哥站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001062,5001,[中非站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001063,5001,[突尼西亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001064,5001,[刚果站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001065,5001,[印第安纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001066,5001,[蒙大拿州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001067,5001,[加利福尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001068,5001,[北卡罗来纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001069,5001,[康涅狄格州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001070,5001,[宾夕法尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001071,5001,[堪萨斯州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001072,5001,[加拿大站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001073,5001,[古巴站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001074,5001,[墨西哥站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001075,5001,[维京群岛站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001076,5001,[牙买加站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001077,5001,[哥伦比亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001078,5001,[巴拉马站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001079,5001,[乌拉圭站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001080,5001,[委内瑞拉站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001081,5001,[多米尼加站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001082,5001,[玻利维亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001083,5001,[巴西站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001084,5001,[阿根廷站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001085,5001,[英国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001086,5001,[土耳其站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001087,5001,[芬兰站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001088,5001,[波兰站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001089,5001,[德国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001090,5001,[法国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001091,5001,[意大利站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001092,5001,[希腊站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001093,5001,[瑞典站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001094,5001,[西班牙站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001095,5001,[中国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001096,5001,[韩国站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001097,5001,[日本站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001098,5001,[菲律宾站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001099,5001,[俄罗斯站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001100,5001,[印度站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001101,5001,[伊朗站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001102,5001,[安哥拉站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001103,5001,[尼日利亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001104,5001,[塞内加尔站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001105,5001,[科特迪瓦站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001106,5001,[埃及站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001107,5001,[喀麦隆站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001108,5001,[摩洛哥站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001109,5001,[中非站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001110,5001,[突尼西亚站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001111,5001,[刚果站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001112,5001,[印第安纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001113,5001,[蒙大拿州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001114,5001,[加利福尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001115,5001,[北卡罗来纳州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001116,5001,[康涅狄格州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001117,5001,[宾夕法尼亚州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
5001118,5001,[堪萨斯州站]冠军包,招募球星，搭配无解阵容,com.cbaqlyf.ximi.bigbang22.30,2:400201:5|2:200235:10|2:100104:200,0,1,30.0,4.989999771118164,image_5001,-126,,600
