Id,Fungroup,Type,Icon,Name,Desc,Reward,Target,Point,ClientCheck,Moduleid,Info,IsHide,Module,CanAdd,ClientGroup,GroupTitle,MaxShowTimes
1008003,1008,1,1008,赛季连胜3,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[4],10,0,1400,,0,2400,0,0,,0
1008004,1008,1,1008,赛季连胜4,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[5],10,0,1400,,0,2400,0,0,,0
1008005,1008,1,1008,赛季连胜5,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[6],10,0,1400,,0,2400,0,0,,0
1008006,1008,1,1008,赛季连胜6,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[7],10,0,1400,,0,2400,0,0,,0
1008007,1008,1,1008,赛季连胜7,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[8],10,0,1400,,0,2400,0,0,,0
1008008,1008,1,1008,赛季连胜8,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[9],10,0,1400,,0,2400,0,0,,0
1008009,1008,1,1008,赛季连胜9,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[10],10,0,1400,,0,2400,0,0,,0
1008010,1008,1,1008,赛季连胜10,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[11],10,0,1400,,0,2400,0,0,,0
1008011,1008,1,1008,赛季连胜11,我队单赛季联赛获得{0}/{1}连胜,0.043518519,[12],10,0,1400,,0,2400,0,0,,0
1009001,1009,1,1009,多点开花1,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[10],10,0,1200,,0,2400,0,0,,0
1009002,1009,1,1009,多点开花2,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[12],10,0,1200,,0,2400,0,0,,0
1009003,1009,1,1009,多点开花3,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[14],10,0,1200,,0,2400,0,0,,0
1009004,1009,1,1009,多点开花4,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[16],10,0,1200,,0,2400,0,0,,0
1009005,1009,1,1009,多点开花5,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[18],10,0,1200,,0,2400,0,0,,0
1009006,1009,1,1009,多点开花6,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[20],10,0,1200,,0,2400,0,0,,0
1009007,1009,1,1009,多点开花7,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[22],10,0,1200,,0,2400,0,0,,0
1009008,1009,1,1009,多点开花8,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[24],10,0,1200,,0,2400,0,0,,0
1009009,1009,1,1009,多点开花9,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[26],10,0,1200,,0,2400,0,0,,0
1009010,1009,1,1009,多点开花10,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[28],10,0,1200,,0,2400,0,0,,0
1009011,1009,1,1009,多点开花11,我队所有首发球员得分均超过{0}/{1}分,0.077777778,[30],10,0,1200,,0,2400,0,0,,0
1010001,1010,1,1010,公平竞技,我队单赛季联赛犯规最少,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1011001,1011,1,1011,联赛晋级,我队联赛晋级成功,0.045833333,[1],10,0,1400,,0,2400,0,0,,0
1012001,1012,1,1012,发挥失常,我队联赛降级1次,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1013001,1013,1,1013,罚球王,我队累计从罚球中获得{0}/{1}分,0.048842593,[100],10,0,-1,,0,2400,0,0,,0
1014001,1014,1,1014,伤兵满营,我队同时有3个以上受伤球员,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1015001,1015,1,1015,压倒性优势1,我队以{0}/{1}分或以上的优势获胜,1:01:20,[5],10,0,-1,,0,2400,0,0,,0
1015002,1015,1,1015,压倒性优势2,我队以{0}/{1}分或以上的优势获胜,1:01:20,[10],10,0,-1,,0,2400,0,0,,0
1015003,1015,1,1015,压倒性优势3,我队以{0}/{1}分或以上的优势获胜,1:01:20,[15],10,0,-1,,0,2400,0,0,,0
1015004,1015,1,1015,压倒性优势4,我队以{0}/{1}分或以上的优势获胜,1:01:25,[20],10,0,-1,,0,2400,0,0,,0
1015005,1015,1,1015,压倒性优势5,我队以{0}/{1}分或以上的优势获胜,1:01:25,[25],10,0,-1,,0,2400,0,0,,0
1015006,1015,1,1015,压倒性优势6,我队以{0}/{1}分或以上的优势获胜,1:01:25,[30],10,0,-1,,0,2400,0,0,,0
1015007,1015,1,1015,压倒性优势7,我队以{0}/{1}分或以上的优势获胜,1:01:30,[35],10,0,-1,,0,2400,0,0,,0
1015008,1015,1,1015,压倒性优势8,我队以{0}/{1}分或以上的优势获胜,1:01:30,[40],10,0,-1,,0,2400,0,0,,0
1015009,1015,1,1015,压倒性优势9,我队以{0}/{1}分或以上的优势获胜,1:01:30,[45],10,0,-1,,0,2400,0,0,,0
1015010,1015,1,1015,压倒性优势10,我队以{0}/{1}分或以上的优势获胜,1:01:40,[50],10,0,-1,,0,2400,0,0,,0
1015011,1015,1,1015,压倒性优势11,我队以{0}/{1}分或以上的优势获胜,1:01:40,[55],10,0,-1,,0,2400,0,0,,0
1015012,1015,1,1015,压倒性优势12,我队以{0}/{1}分或以上的优势获胜,1:01:40,[60],10,0,-1,,0,2400,0,0,,0
1018001,1018,1,1018,闪电战,我队首节比赛获得50分,0.048842593,[1],10,0,-1,,0,2400,0,0,,0
1019001,1019,1,1019,完美控制,我队单场比赛失误数小于2次,0.048842593,[1],10,0,-1,,0,2400,0,0,,0
1020001,1020,1,1020,洲级球队1,在[普通]难度中击败亚洲的所有球队,0.053935185,[1010710],10,0,1100,,0,2400,0,0,,0
1020002,1020,1,1020,洲级球队2,在[普通]难度中击败非洲的所有球队,0.053935185,[1021010],10,0,1100,,0,2400,0,0,,0
1020003,1020,1,1020,洲级球队3,在[普通]难度中击败北美的所有球队,0.053935185,[1031010],10,0,1100,,0,2400,0,0,,0
1020004,1020,1,1020,洲级球队4,在[普通]难度中击败南美的所有球队,0.053935185,[1041010],10,0,1100,,0,2400,0,0,,0
1020005,1020,1,1020,洲级球队5,在[普通]难度中击败欧洲的所有球队,0.053935185,[1051010],10,0,1100,,0,2400,0,0,,0
1020006,1020,1,1020,洲级球队6,在[困难]难度中击败亚洲的所有球队,0.053935185,[2010710],10,0,1100,,0,2400,0,0,,0
1020007,1020,1,1020,洲级球队7,在[困难]难度中击败非洲的所有球队,0.053935185,[2021010],10,0,1100,,0,2400,0,0,,0
1020008,1020,1,1020,洲级球队8,在[困难]难度中击败北美的所有球队,0.053935185,[2031010],10,0,1100,,0,2400,0,0,,0
1020009,1020,1,1020,洲级球队9,在[困难]难度中击败南美的所有球队,0.053935185,[2041010],10,0,1100,,0,2400,0,0,,0
1020010,1020,1,1020,洲级球队10,在[困难]难度中击败欧洲的所有球队,0.053935185,[2051010],10,0,1100,,0,2400,0,0,,0
1020011,1020,1,1020,洲级球队11,在[挑战]难度中击败亚洲的所有球队,0.053935185,[3010710],10,0,1100,,0,2400,0,0,,0
1020012,1020,1,1020,洲级球队12,在[挑战]难度中击败非洲的所有球队,0.053935185,[3021010],10,0,1100,,0,2400,0,0,,0
1020013,1020,1,1020,洲级球队13,在[挑战]难度中击败北美的所有球队,0.053935185,[3031010],10,0,1100,,0,2400,0,0,,0
1020014,1020,1,1020,洲级球队14,在[挑战]难度中击败南美的所有球队,0.053935185,[3041010],10,0,1100,,0,2400,0,0,,0
1020015,1020,1,1020,洲级球队15,在[挑战]难度中击败欧洲的所有球队,0.053935185,[3051010],10,0,1100,,0,2400,0,0,,0
1022001,1022,1,1022,传控打法,我队单赛季联赛助攻最多,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1023001,1023,1,1023,铜墙铁壁,我队单赛季联赛失分最少,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1024001,1024,1,1024,进攻为王,我队单赛季联赛得分最多,0.048842593,[1],10,0,1400,,0,2400,0,0,,0
1025001,1025,1,1025,得分如麻1,我队累计得分{0}/{1}分,1:01:30,[50],10,0,-1,,0,2400,0,0,,0
1025002,1025,1,1025,得分如麻2,我队累计得分{0}/{1}分,1:01:30,[100],10,0,-1,,0,2400,0,0,,0
1025003,1025,1,1025,得分如麻3,我队累计得分{0}/{1}分,1:01:30,[200],10,0,-1,,0,2400,0,0,,0
1025004,1025,1,1025,得分如麻4,我队累计得分{0}/{1}分,1:01:30,[400],10,0,-1,,0,2400,0,0,,0
1025005,1025,1,1025,得分如麻5,我队累计得分{0}/{1}分,1:01:30,[800],10,0,-1,,0,2400,0,0,,0
1025006,1025,1,1025,得分如麻6,我队累计得分{0}/{1}分,1:01:30,[1600],10,0,-1,,0,2400,0,0,,0
1025007,1025,1,1025,得分如麻7,我队累计得分{0}/{1}分,1:01:30,[3200],10,0,-1,,0,2400,0,0,,0
1025008,1025,1,1025,得分如麻8,我队累计得分{0}/{1}分,1:01:30,[6400],10,0,-1,,0,2400,0,0,,0
1025009,1025,1,1025,得分如麻9,我队累计得分{0}/{1}分,1:01:30,[12800],10,0,-1,,0,2400,0,0,,0
1025010,1025,1,1025,得分如麻10,我队累计得分{0}/{1}分,1:01:30,[20000],10,0,-1,,0,2400,0,0,,0
1025011,1025,1,1025,得分如麻11,我队累计得分{0}/{1}分,1:01:30,[30000],10,0,-1,,0,2400,0,0,,0
1025012,1025,1,1025,得分如麻12,我队累计得分{0}/{1}分,1:01:30,[40000],10,0,-1,,0,2400,0,0,,0
1025013,1025,1,1025,得分如麻13,我队累计得分{0}/{1}分,1:01:30,[50000],10,0,-1,,0,2400,0,0,,0
1025014,1025,1,1025,得分如麻14,我队累计得分{0}/{1}分,1:01:30,[60000],10,0,-1,,0,2400,0,0,,0
1025015,1025,1,1025,得分如麻15,我队累计得分{0}/{1}分,1:01:30,[70000],10,0,-1,,0,2400,0,0,,0
1025016,1025,1,1025,得分如麻16,我队累计得分{0}/{1}分,1:01:30,[80000],10,0,-1,,0,2400,0,0,,0
1025017,1025,1,1025,得分如麻17,我队累计得分{0}/{1}分,1:01:30,[90000],10,0,-1,,0,2400,0,0,,0
1025018,1025,1,1025,得分如麻18,我队累计得分{0}/{1}分,1:01:30,[100000],10,0,-1,,0,2400,0,0,,0
1025019,1025,1,1025,得分如麻19,我队累计得分{0}/{1}分,1:01:30,[150000],10,0,-1,,0,2400,0,0,,0
1025020,1025,1,1025,得分如麻20,我队累计得分{0}/{1}分,1:01:30,[200000],10,0,-1,,0,2400,0,0,,0
1025021,1025,1,1025,得分如麻21,我队累计得分{0}/{1}分,1:01:30,[250000],10,0,-1,,0,2400,0,0,,0
1025022,1025,1,1025,得分如麻22,我队累计得分{0}/{1}分,1:01:30,[300000],10,0,-1,,0,2400,0,0,,0
1025023,1025,1,1025,得分如麻23,我队累计得分{0}/{1}分,1:01:30,[350000],10,0,-1,,0,2400,0,0,,0
1025024,1025,1,1025,得分如麻24,我队累计得分{0}/{1}分,1:01:30,[400000],10,0,-1,,0,2400,0,0,,0
1025025,1025,1,1025,得分如麻25,我队累计得分{0}/{1}分,1:01:30,[450000],10,0,-1,,0,2400,0,0,,0
1025026,1025,1,1025,得分如麻26,我队累计得分{0}/{1}分,1:01:30,[500000],10,0,-1,,0,2400,0,0,,0
1025027,1025,1,1025,得分如麻27,我队累计得分{0}/{1}分,1:01:30,[1000000],10,0,-1,,0,2400,0,0,,0
1025028,1025,1,1025,得分如麻28,我队累计得分{0}/{1}分,1:01:30,[1500000],10,0,-1,,0,2400,0,0,,0
1025029,1025,1,1025,得分如麻29,我队累计得分{0}/{1}分,1:01:30,[2000000],10,0,-1,,0,2400,0,0,,0
1025030,1025,1,1025,得分如麻30,我队累计得分{0}/{1}分,1:01:30,[5000000],10,0,-1,,0,2400,0,0,,0
1026001,1026,1,1026,大灌篮,我队累计扣篮{0}/{1}次,0.04537037,[1000],10,0,-1,,0,2400,0,0,,0
1027001,1027,1,1027,犯规大王,我队累计犯规{0}/{1}次,0.04537037,[200],10,0,-1,,0,2400,0,0,,0
1028001,1028,1,1028,攻势篮球,我队单赛季联赛场均得分超过120,0.04537037,[1],10,0,1400,,0,2400,0,0,,0
1029001,1029,1,1029,三连冠,我队连续3个赛季联赛夺冠,0.04537037,[1],10,0,1400,,0,2400,0,0,,0
1030001,1030,1,1030,联赛之王,我队联赛累计获得30000分,0.04537037,[30000],10,0,1400,,0,2400,0,0,,0
1031001,1031,1,1031,公平竞赛,我队单场比赛中犯规小于5次,0.04537037,[1],10,0,-1,,0,2400,0,0,,0
1032001,1032,1,1032,不败赛季,我队单赛季联赛保持不败,0.04537037,[1],10,0,1400,,0,2400,0,0,,0
1033001,1033,1,1033,环球称霸1,通关中国[普通难度],0.043518519,[1010103],10,0,1100,,0,2400,0,0,,0
1033002,1033,1,1033,环球称霸2,通关韩国[普通难度],0.043518519,[1010205],10,0,1100,,0,2400,0,0,,0
1033003,1033,1,1033,环球称霸3,通关日本[普通难度],0.043518519,[1010307],10,0,1100,,0,2400,0,0,,0
1033004,1033,1,1033,环球称霸4,通关菲律宾[普通难度],0.043518519,[1010410],10,0,1100,,0,2400,0,0,,0
1033005,1033,1,1033,环球称霸5,通关泰国[普通难度],0.043518519,[1010510],10,0,1100,,0,2400,0,0,,0
1033006,1033,1,1033,环球称霸6,通关印度[普通难度],0.043518519,[1010610],10,0,1100,,0,2400,0,0,,0
1033007,1033,1,1033,环球称霸7,通关伊朗[普通难度],0.043518519,[1010710],10,0,1100,,0,2400,0,0,,0
1033008,1033,1,1033,环球称霸8,通关安哥拉[普通难度],0.043518519,[1020110],10,0,1100,,0,2400,0,0,,0
1033009,1033,1,1033,环球称霸9,通关尼日利亚[普通难度],0.043518519,[1020210],10,0,1100,,0,2400,0,0,,0
1033010,1033,1,1033,环球称霸10,通关塞内加尔[普通难度],0.043518519,[1020310],10,0,1100,,0,2400,0,0,,0
1033011,1033,1,1033,环球称霸11,通关科特迪瓦[普通难度],0.043518519,[1020410],10,0,1100,,0,2400,0,0,,0
1033012,1033,1,1033,环球称霸12,通关埃及[普通难度],0.043518519,[1020510],10,0,1100,,0,2400,0,0,,0
1033013,1033,1,1033,环球称霸13,通关喀麦隆[普通难度],0.043518519,[1020610],10,0,1100,,0,2400,0,0,,0
1033014,1033,1,1033,环球称霸14,通关摩洛哥[普通难度],0.043518519,[1020710],10,0,1100,,0,2400,0,0,,0
1033015,1033,1,1033,环球称霸15,通关中非[普通难度],0.043518519,[1020810],10,0,1100,,0,2400,0,0,,0
1033016,1033,1,1033,环球称霸16,通关突尼西亚[普通难度],0.043518519,[1020910],10,0,1100,,0,2400,0,0,,0
1033017,1033,1,1033,环球称霸17,通关刚果[普通难度],0.043518519,[1021010],10,0,1100,,0,2400,0,0,,0
1033018,1033,1,1033,环球称霸18,通关印第安纳州[普通难度],0.043518519,[1030110],10,0,1100,,0,2400,0,0,,0
1033019,1033,1,1033,环球称霸19,通关蒙大拿州[普通难度],0.043518519,[1030210],10,0,1100,,0,2400,0,0,,0
1033020,1033,1,1033,环球称霸20,通关加利福尼亚州[普通难度],0.043518519,[1030310],10,0,1100,,0,2400,0,0,,0
1033021,1033,1,1033,环球称霸21,通关北卡罗来纳州[普通难度],0.043518519,[1030410],10,0,1100,,0,2400,0,0,,0
1033022,1033,1,1033,环球称霸22,通关康涅狄格州[普通难度],0.043518519,[1030510],10,0,1100,,0,2400,0,0,,0
1033023,1033,1,1033,环球称霸23,通关宾夕法尼亚州[普通难度],0.043518519,[1030610],10,0,1100,,0,2400,0,0,,0
1033024,1033,1,1033,环球称霸24,通关堪萨斯州[普通难度],0.043518519,[1030710],10,0,1100,,0,2400,0,0,,0
1033025,1033,1,1033,环球称霸25,通关加拿大[普通难度],0.043518519,[1030810],10,0,1100,,0,2400,0,0,,0
1033026,1033,1,1033,环球称霸26,通关古巴[普通难度],0.043518519,[1030910],10,0,1100,,0,2400,0,0,,0
1033027,1033,1,1033,环球称霸27,通关墨西哥[普通难度],0.043518519,[1031010],10,0,1100,,0,2400,0,0,,0
1033028,1033,1,1033,环球称霸28,通关维京群岛[普通难度],0.043518519,[1040110],10,0,1100,,0,2400,0,0,,0
1033029,1033,1,1033,环球称霸29,通关牙买加[普通难度],0.043518519,[1040210],10,0,1100,,0,2400,0,0,,0
1033030,1033,1,1033,环球称霸30,通关哥伦比亚[普通难度],0.043518519,[1040310],10,0,1100,,0,2400,0,0,,0
1033031,1033,1,1033,环球称霸31,通关巴拉马[普通难度],0.043518519,[1040410],10,0,1100,,0,2400,0,0,,0
1033032,1033,1,1033,环球称霸32,通关乌拉圭[普通难度],0.043518519,[1040510],10,0,1100,,0,2400,0,0,,0
1033033,1033,1,1033,环球称霸33,通关委内瑞拉[普通难度],0.043518519,[1040610],10,0,1100,,0,2400,0,0,,0
1033034,1033,1,1033,环球称霸34,通关多米尼加[普通难度],0.043518519,[1040710],10,0,1100,,0,2400,0,0,,0
1033035,1033,1,1033,环球称霸35,通关玻利维亚[普通难度],0.043518519,[1040810],10,0,1100,,0,2400,0,0,,0
1033036,1033,1,1033,环球称霸36,通关巴西[普通难度],0.043518519,[1040910],10,0,1100,,0,2400,0,0,,0
1033037,1033,1,1033,环球称霸37,通关阿根廷[普通难度],0.043518519,[1041010],10,0,1100,,0,2400,0,0,,0
1033038,1033,1,1033,环球称霸38,通关英国[普通难度],0.043518519,[1050110],10,0,1100,,0,2400,0,0,,0
1033039,1033,1,1033,环球称霸39,通关土耳其[普通难度],0.043518519,[1050210],10,0,1100,,0,2400,0,0,,0
1033040,1033,1,1033,环球称霸40,通关芬兰[普通难度],0.043518519,[1050310],10,0,1100,,0,2400,0,0,,0
1033041,1033,1,1033,环球称霸41,通关波兰[普通难度],0.043518519,[1050410],10,0,1100,,0,2400,0,0,,0
1033042,1033,1,1033,环球称霸42,通关德国[普通难度],0.043518519,[1050510],10,0,1100,,0,2400,0,0,,0
1033043,1033,1,1033,环球称霸43,通关法国[普通难度],0.043518519,[1050610],10,0,1100,,0,2400,0,0,,0
1033044,1033,1,1033,环球称霸44,通关意大利[普通难度],0.043518519,[1050710],10,0,1100,,0,2400,0,0,,0
1033045,1033,1,1033,环球称霸45,通关希腊[普通难度],0.043518519,[1050810],10,0,1100,,0,2400,0,0,,0
1033046,1033,1,1033,环球称霸46,通关瑞典[普通难度],0.043518519,[1050910],10,0,1100,,0,2400,0,0,,0
1033047,1033,1,1033,环球称霸47,通关西班牙[普通难度],0.043518519,[1051010],10,0,1100,,0,2400,0,0,,0
1033048,1033,1,1033,环球称霸48,通关中国[困难难度],0.043518519,[2010110],10,0,1100,,0,2400,0,0,,0
1033049,1033,1,1033,环球称霸49,通关韩国[困难难度],0.043518519,[2010210],10,0,1100,,0,2400,0,0,,0
1033050,1033,1,1033,环球称霸50,通关日本[困难难度],0.043518519,[2010310],10,0,1100,,0,2400,0,0,,0
1033051,1033,1,1033,环球称霸51,通关菲律宾[困难难度],0.043518519,[2010410],10,0,1100,,0,2400,0,0,,0
1033052,1033,1,1033,环球称霸52,通关泰国[困难难度],0.043518519,[2010510],10,0,1100,,0,2400,0,0,,0
1033053,1033,1,1033,环球称霸53,通关印度[困难难度],0.043518519,[2010610],10,0,1100,,0,2400,0,0,,0
1033054,1033,1,1033,环球称霸54,通关伊朗[困难难度],0.043518519,[2010710],10,0,1100,,0,2400,0,0,,0
1033055,1033,1,1033,环球称霸55,通关安哥拉[困难难度],0.043518519,[2020110],10,0,1100,,0,2400,0,0,,0
1033056,1033,1,1033,环球称霸56,通关尼日利亚[困难难度],0.043518519,[2020210],10,0,1100,,0,2400,0,0,,0
1033057,1033,1,1033,环球称霸57,通关塞内加尔[困难难度],0.043518519,[2020310],10,0,1100,,0,2400,0,0,,0
1033058,1033,1,1033,环球称霸58,通关科特迪瓦[困难难度],0.043518519,[2020410],10,0,1100,,0,2400,0,0,,0
1033059,1033,1,1033,环球称霸59,通关埃及[困难难度],0.043518519,[2020510],10,0,1100,,0,2400,0,0,,0
1033060,1033,1,1033,环球称霸60,通关喀麦隆[困难难度],0.043518519,[2020610],10,0,1100,,0,2400,0,0,,0
1033061,1033,1,1033,环球称霸61,通关摩洛哥[困难难度],0.043518519,[2020710],10,0,1100,,0,2400,0,0,,0
1033062,1033,1,1033,环球称霸62,通关中非[困难难度],0.043518519,[2020810],10,0,1100,,0,2400,0,0,,0
1033063,1033,1,1033,环球称霸63,通关突尼西亚[困难难度],0.043518519,[2020910],10,0,1100,,0,2400,0,0,,0
1033064,1033,1,1033,环球称霸64,通关刚果[困难难度],0.043518519,[2021010],10,0,1100,,0,2400,0,0,,0
1033065,1033,1,1033,环球称霸65,通关印第安纳州[困难难度],0.043518519,[2030110],10,0,1100,,0,2400,0,0,,0
1033066,1033,1,1033,环球称霸66,通关蒙大拿州[困难难度],0.043518519,[2030210],10,0,1100,,0,2400,0,0,,0
1033067,1033,1,1033,环球称霸67,通关加利福尼亚州[困难难度],0.043518519,[2030310],10,0,1100,,0,2400,0,0,,0
1033068,1033,1,1033,环球称霸68,通关北卡罗来纳州[困难难度],0.043518519,[2030410],10,0,1100,,0,2400,0,0,,0
1033069,1033,1,1033,环球称霸69,通关康涅狄格州[困难难度],0.043518519,[2030510],10,0,1100,,0,2400,0,0,,0
1033070,1033,1,1033,环球称霸70,通关宾夕法尼亚州[困难难度],0.043518519,[2030610],10,0,1100,,0,2400,0,0,,0
1033071,1033,1,1033,环球称霸71,通关堪萨斯州[困难难度],0.043518519,[2030710],10,0,1100,,0,2400,0,0,,0
1033072,1033,1,1033,环球称霸72,通关加拿大[困难难度],0.043518519,[2030810],10,0,1100,,0,2400,0,0,,0
1033073,1033,1,1033,环球称霸73,通关古巴[困难难度],0.043518519,[2030910],10,0,1100,,0,2400,0,0,,0
1033074,1033,1,1033,环球称霸74,通关墨西哥[困难难度],0.043518519,[2031010],10,0,1100,,0,2400,0,0,,0
1033075,1033,1,1033,环球称霸75,通关维京群岛[困难难度],0.043518519,[2040110],10,0,1100,,0,2400,0,0,,0
1033076,1033,1,1033,环球称霸76,通关牙买加[困难难度],0.043518519,[2040210],10,0,1100,,0,2400,0,0,,0
1033077,1033,1,1033,环球称霸77,通关哥伦比亚[困难难度],0.043518519,[2040310],10,0,1100,,0,2400,0,0,,0
1033078,1033,1,1033,环球称霸78,通关巴拉马[困难难度],0.043518519,[2040410],10,0,1100,,0,2400,0,0,,0
1033079,1033,1,1033,环球称霸79,通关乌拉圭[困难难度],0.043518519,[2040510],10,0,1100,,0,2400,0,0,,0
1033080,1033,1,1033,环球称霸80,通关委内瑞拉[困难难度],0.043518519,[2040610],10,0,1100,,0,2400,0,0,,0
