Id,Level,Rank,Reward
62,1,62,1:2:3750
63,1,63,1:2:3750
64,1,64,1:2:3750
65,2,1,1:2:75000|2:200105:20|3:104010:1
66,2,2,1:2:52500|2:200105:15
67,2,3,1:2:45000|2:200105:11
68,2,4,1:2:37500|2:200105:8
69,2,5,1:2:30000|2:200105:5
70,2,6,1:2:30000|2:200105:5
71,2,7,1:2:30000|2:200105:5
72,2,8,1:2:30000|2:200105:5
73,2,9,1:2:22500|2:200105:3
74,2,10,1:2:22500|2:200105:3
75,2,11,1:2:22500|2:200105:3
76,2,12,1:2:22500|2:200105:3
77,2,13,1:2:22500|2:200105:3
78,2,14,1:2:22500|2:200105:3
79,2,15,1:2:22500|2:200105:3
80,2,16,1:2:22500|2:200105:3
81,2,17,1:2:11250|2:200105:1
82,2,18,1:2:11250|2:200105:1
83,2,19,1:2:11250|2:200105:1
84,2,20,1:2:11250|2:200105:1
85,2,21,1:2:11250|2:200105:1
86,2,22,1:2:11250|2:200105:1
87,2,23,1:2:11250|2:200105:1
88,2,24,1:2:11250|2:200105:1
89,2,25,1:2:11250|2:200105:1
90,2,26,1:2:11250|2:200105:1
91,2,27,1:2:11250|2:200105:1
92,2,28,1:2:11250|2:200105:1
93,2,29,1:2:11250|2:200105:1
94,2,30,1:2:11250|2:200105:1
95,2,31,1:2:11250|2:200105:1
96,2,32,1:2:11250|2:200105:1
97,2,33,1:2:5600
98,2,34,1:2:5600
99,2,35,1:2:5600
100,2,36,1:2:5600
101,2,37,1:2:5600
102,2,38,1:2:5600
103,2,39,1:2:5600
104,2,40,1:2:5600
105,2,41,1:2:5600
106,2,42,1:2:5600
107,2,43,1:2:5600
108,2,44,1:2:5600
109,2,45,1:2:5600
110,2,46,1:2:5600
111,2,47,1:2:5600
112,2,48,1:2:5600
113,2,49,1:2:5600
114,2,50,1:2:5600
115,2,51,1:2:5600
116,2,52,1:2:5600
117,2,53,1:2:5600
118,2,54,1:2:5600
119,2,55,1:2:5600
120,2,56,1:2:5600
121,2,57,1:2:5600
122,2,58,1:2:5600
123,2,59,1:2:5600
124,2,60,1:2:5600
125,2,61,1:2:5600
126,2,62,1:2:5600
127,2,63,1:2:5600
128,2,64,1:2:5600
129,3,1,1:2:100000|2:200105:20|3:104010:1
130,3,2,1:2:70000|2:200105:15
131,3,3,1:2:60000|2:200105:11
132,3,4,1:2:50000|2:200105:8
133,3,5,1:2:40000|2:200105:5
134,3,6,1:2:40000|2:200105:5
135,3,7,1:2:40000|2:200105:5
136,3,8,1:2:40000|2:200105:5
137,3,9,1:2:30000|2:200105:3
138,3,10,1:2:30000|2:200105:3
139,3,11,1:2:30000|2:200105:3
140,3,12,1:2:30000|2:200105:3
141,3,13,1:2:30000|2:200105:3
142,3,14,1:2:30000|2:200105:3
143,3,15,1:2:30000|2:200105:3
144,3,16,1:2:30000|2:200105:3
145,3,17,1:2:15000|2:200105:1
146,3,18,1:2:15000|2:200105:1
147,3,19,1:2:15000|2:200105:1
148,3,20,1:2:15000|2:200105:1
149,3,21,1:2:15000|2:200105:1
150,3,22,1:2:15000|2:200105:1
151,3,23,1:2:15000|2:200105:1
152,3,24,1:2:15000|2:200105:1
153,3,25,1:2:15000|2:200105:1
154,3,26,1:2:15000|2:200105:1
155,3,27,1:2:15000|2:200105:1
156,3,28,1:2:15000|2:200105:1
157,3,29,1:2:15000|2:200105:1
158,3,30,1:2:15000|2:200105:1
159,3,31,1:2:15000|2:200105:1
160,3,32,1:2:15000|2:200105:1
161,3,33,1:2:7500
162,3,34,1:2:7500
163,3,35,1:2:7500
164,3,36,1:2:7500
165,3,37,1:2:7500
166,3,38,1:2:7500
167,3,39,1:2:7500
168,3,40,1:2:7500
169,3,41,1:2:7500
170,3,42,1:2:7500
171,3,43,1:2:7500
172,3,44,1:2:7500
173,3,45,1:2:7500
174,3,46,1:2:7500
175,3,47,1:2:7500
176,3,48,1:2:7500
177,3,49,1:2:7500
178,3,50,1:2:7500
179,3,51,1:2:7500
180,3,52,1:2:7500
181,3,53,1:2:7500
182,3,54,1:2:7500
183,3,55,1:2:7500
184,3,56,1:2:7500
185,3,57,1:2:7500
186,3,58,1:2:7500
187,3,59,1:2:7500
188,3,60,1:2:7500
189,3,61,1:2:7500
190,3,62,1:2:7500
191,3,63,1:2:7500
192,3,64,1:2:7500
193,4,1,1:2:125000|2:200105:20|3:104010:1
194,4,2,1:2:87500|2:200105:15
195,4,3,1:2:75000|2:200105:11
196,4,4,1:2:62500|2:200105:8
197,4,5,1:2:50000|2:200105:5
198,4,6,1:2:50000|2:200105:5
199,4,7,1:2:50000|2:200105:5
200,4,8,1:2:50000|2:200105:5
201,4,9,1:2:37500|2:200105:3
202,4,10,1:2:37500|2:200105:3
203,4,11,1:2:37500|2:200105:3
204,4,12,1:2:37500|2:200105:3
205,4,13,1:2:37500|2:200105:3
206,4,14,1:2:37500|2:200105:3
207,4,15,1:2:37500|2:200105:3
208,4,16,1:2:37500|2:200105:3
209,4,17,1:2:18750|2:200105:1
210,4,18,1:2:18750|2:200105:1
211,4,19,1:2:18750|2:200105:1
212,4,20,1:2:18750|2:200105:1
213,4,21,1:2:18750|2:200105:1
214,4,22,1:2:18750|2:200105:1
215,4,23,1:2:18750|2:200105:1
216,4,24,1:2:18750|2:200105:1
217,4,25,1:2:18750|2:200105:1
218,4,26,1:2:18750|2:200105:1
219,4,27,1:2:18750|2:200105:1
220,4,28,1:2:18750|2:200105:1
221,4,29,1:2:18750|2:200105:1
222,4,30,1:2:18750|2:200105:1
223,4,31,1:2:18750|2:200105:1
224,4,32,1:2:18750|2:200105:1
225,4,33,1:2:9370
226,4,34,1:2:9370
227,4,35,1:2:9370
228,4,36,1:2:9370
229,4,37,1:2:9370
230,4,38,1:2:9370
231,4,39,1:2:9370
232,4,40,1:2:9370
233,4,41,1:2:9370
234,4,42,1:2:9370
235,4,43,1:2:9370
236,4,44,1:2:9370
237,4,45,1:2:9370
238,4,46,1:2:9370
239,4,47,1:2:9370
240,4,48,1:2:9370
241,4,49,1:2:9370
242,4,50,1:2:9370
243,4,51,1:2:9370
244,4,52,1:2:9370
245,4,53,1:2:9370
246,4,54,1:2:9370
247,4,55,1:2:9370
248,4,56,1:2:9370
249,4,57,1:2:9370
250,4,58,1:2:9370
251,4,59,1:2:9370
252,4,60,1:2:9370
253,4,61,1:2:9370
254,4,62,1:2:9370
255,4,63,1:2:9370
256,4,64,1:2:9370
257,5,1,1:2:150000|2:200105:20|3:104010:1
258,5,2,1:2:105000|2:200105:15
259,5,3,1:2:90000|2:200105:11
260,5,4,1:2:75000|2:200105:8
261,5,5,1:2:60000|2:200105:5
262,5,6,1:2:60000|2:200105:5
263,5,7,1:2:60000|2:200105:5
264,5,8,1:2:60000|2:200105:5
265,5,9,1:2:45000|2:200105:3
266,5,10,1:2:45000|2:200105:3
267,5,11,1:2:45000|2:200105:3
268,5,12,1:2:45000|2:200105:3
269,5,13,1:2:45000|2:200105:3
270,5,14,1:2:45000|2:200105:3
271,5,15,1:2:45000|2:200105:3
272,5,16,1:2:45000|2:200105:3
273,5,17,1:2:22500|2:200105:1
274,5,18,1:2:22500|2:200105:1
275,5,19,1:2:22500|2:200105:1
276,5,20,1:2:22500|2:200105:1
277,5,21,1:2:22500|2:200105:1
278,5,22,1:2:22500|2:200105:1
279,5,23,1:2:22500|2:200105:1
280,5,24,1:2:22500|2:200105:1
281,5,25,1:2:22500|2:200105:1
282,5,26,1:2:22500|2:200105:1
283,5,27,1:2:22500|2:200105:1
284,5,28,1:2:22500|2:200105:1
285,5,29,1:2:22500|2:200105:1
286,5,30,1:2:22500|2:200105:1
287,5,31,1:2:22500|2:200105:1
288,5,32,1:2:22500|2:200105:1
289,5,33,1:2:11250
290,5,34,1:2:11250
291,5,35,1:2:11250
292,5,36,1:2:11250
293,5,37,1:2:11250
294,5,38,1:2:11250
295,5,39,1:2:11250
296,5,40,1:2:11250
297,5,41,1:2:11250
298,5,42,1:2:11250
299,5,43,1:2:11250
300,5,44,1:2:11250
301,5,45,1:2:11250
302,5,46,1:2:11250
303,5,47,1:2:11250
304,5,48,1:2:11250
305,5,49,1:2:11250
306,5,50,1:2:11250
307,5,51,1:2:11250
308,5,52,1:2:11250
309,5,53,1:2:11250
310,5,54,1:2:11250
311,5,55,1:2:11250
312,5,56,1:2:11250
313,5,57,1:2:11250
314,5,58,1:2:11250
315,5,59,1:2:11250
316,5,60,1:2:11250
317,5,61,1:2:11250
318,5,62,1:2:11250
319,5,63,1:2:11250
320,5,64,1:2:11250
321,6,1,1:2:175000|2:200105:20|3:104010:1
322,6,2,1:2:122500|2:200105:15
323,6,3,1:2:105000|2:200105:11
324,6,4,1:2:87500|2:200105:8
325,6,5,1:2:70000|2:200105:5
326,6,6,1:2:70000|2:200105:5
327,6,7,1:2:70000|2:200105:5
328,6,8,1:2:70000|2:200105:5
329,6,9,1:2:52500|2:200105:3
330,6,10,1:2:52500|2:200105:3
331,6,11,1:2:52500|2:200105:3
332,6,12,1:2:52500|2:200105:3
333,6,13,1:2:52500|2:200105:3
334,6,14,1:2:52500|2:200105:3
335,6,15,1:2:52500|2:200105:3
336,6,16,1:2:52500|2:200105:3
337,6,17,1:2:26250|2:200105:1
338,6,18,1:2:26250|2:200105:1
339,6,19,1:2:26250|2:200105:1
340,6,20,1:2:26250|2:200105:1
341,6,21,1:2:26250|2:200105:1
342,6,22,1:2:26250|2:200105:1
343,6,23,1:2:26250|2:200105:1
344,6,24,1:2:26250|2:200105:1
345,6,25,1:2:26250|2:200105:1
346,6,26,1:2:26250|2:200105:1
347,6,27,1:2:26250|2:200105:1
348,6,28,1:2:26250|2:200105:1
349,6,29,1:2:26250|2:200105:1
350,6,30,1:2:26250|2:200105:1
351,6,31,1:2:26250|2:200105:1
352,6,32,1:2:26250|2:200105:1
353,6,33,1:2:13120
354,6,34,1:2:13120
355,6,35,1:2:13120
356,6,36,1:2:13120
357,6,37,1:2:13120
358,6,38,1:2:13120
359,6,39,1:2:13120
360,6,40,1:2:13120
361,6,41,1:2:13120
362,6,42,1:2:13120
363,6,43,1:2:13120
364,6,44,1:2:13120
365,6,45,1:2:13120
366,6,46,1:2:13120
367,6,47,1:2:13120
368,6,48,1:2:13120
369,6,49,1:2:13120
370,6,50,1:2:13120
371,6,51,1:2:13120
372,6,52,1:2:13120
373,6,53,1:2:13120
374,6,54,1:2:13120
375,6,55,1:2:13120
376,6,56,1:2:13120
377,6,57,1:2:13120
378,6,58,1:2:13120
379,6,59,1:2:13120
380,6,60,1:2:13120
381,6,61,1:2:13120
382,6,62,1:2:13120
383,6,63,1:2:13120
384,6,64,1:2:13120
385,7,1,1:2:200000|2:200105:20|3:104010:1
386,7,2,1:2:140000|2:200105:15
387,7,3,1:2:120000|2:200105:11
388,7,4,1:2:100000|2:200105:8
389,7,5,1:2:80000|2:200105:5
390,7,6,1:2:80000|2:200105:5
391,7,7,1:2:80000|2:200105:5
392,7,8,1:2:80000|2:200105:5
393,7,9,1:2:60000|2:200105:3
394,7,10,1:2:60000|2:200105:3
395,7,11,1:2:60000|2:200105:3
396,7,12,1:2:60000|2:200105:3
397,7,13,1:2:60000|2:200105:3
398,7,14,1:2:60000|2:200105:3
399,7,15,1:2:60000|2:200105:3
400,7,16,1:2:60000|2:200105:3
401,7,17,1:2:30000|2:200105:1
402,7,18,1:2:30000|2:200105:1
403,7,19,1:2:30000|2:200105:1
404,7,20,1:2:30000|2:200105:1
405,7,21,1:2:30000|2:200105:1
406,7,22,1:2:30000|2:200105:1
407,7,23,1:2:30000|2:200105:1
408,7,24,1:2:30000|2:200105:1
409,7,25,1:2:30000|2:200105:1
410,7,26,1:2:30000|2:200105:1
411,7,27,1:2:30000|2:200105:1
412,7,28,1:2:30000|2:200105:1
413,7,29,1:2:30000|2:200105:1
414,7,30,1:2:30000|2:200105:1
415,7,31,1:2:30000|2:200105:1
416,7,32,1:2:30000|2:200105:1
417,7,33,1:2:15000
418,7,34,1:2:15000
419,7,35,1:2:15000
420,7,36,1:2:15000
421,7,37,1:2:15000
422,7,38,1:2:15000
423,7,39,1:2:15000
424,7,40,1:2:15000
425,7,41,1:2:15000
426,7,42,1:2:15000
427,7,43,1:2:15000
428,7,44,1:2:15000
429,7,45,1:2:15000
430,7,46,1:2:15000
431,7,47,1:2:15000
432,7,48,1:2:15000
433,7,49,1:2:15000
434,7,50,1:2:15000
435,7,51,1:2:15000
436,7,52,1:2:15000
437,7,53,1:2:15000
438,7,54,1:2:15000
439,7,55,1:2:15000
440,7,56,1:2:15000
441,7,57,1:2:15000
442,7,58,1:2:15000
443,7,59,1:2:15000
444,7,60,1:2:15000
445,7,61,1:2:15000
446,7,62,1:2:15000
447,7,63,1:2:15000
448,7,64,1:2:15000
449,8,1,1:2:225000|2:200105:20|3:104010:1
450,8,2,1:2:157500|2:200105:15
451,8,3,1:2:135000|2:200105:11
452,8,4,1:2:112500|2:200105:8
453,8,5,1:2:90000|2:200105:5
454,8,6,1:2:90000|2:200105:5
455,8,7,1:2:90000|2:200105:5
456,8,8,1:2:90000|2:200105:5
457,8,9,1:2:67500|2:200105:3
458,8,10,1:2:67500|2:200105:3
459,8,11,1:2:67500|2:200105:3
460,8,12,1:2:67500|2:200105:3
461,8,13,1:2:67500|2:200105:3
462,8,14,1:2:67500|2:200105:3
463,8,15,1:2:67500|2:200105:3
464,8,16,1:2:67500|2:200105:3
465,8,17,1:2:33750|2:200105:1
466,8,18,1:2:33750|2:200105:1
467,8,19,1:2:33750|2:200105:1
468,8,20,1:2:33750|2:200105:1
469,8,21,1:2:33750|2:200105:1
470,8,22,1:2:33750|2:200105:1
471,8,23,1:2:33750|2:200105:1
472,8,24,1:2:33750|2:200105:1
473,8,25,1:2:33750|2:200105:1
474,8,26,1:2:33750|2:200105:1
475,8,27,1:2:33750|2:200105:1
476,8,28,1:2:33750|2:200105:1
477,8,29,1:2:33750|2:200105:1
478,8,30,1:2:33750|2:200105:1
479,8,31,1:2:33750|2:200105:1
480,8,32,1:2:33750|2:200105:1
481,8,33,1:2:16870
482,8,34,1:2:16870
483,8,35,1:2:16870
484,8,36,1:2:16870
485,8,37,1:2:16870
486,8,38,1:2:16870
487,8,39,1:2:16870
488,8,40,1:2:16870
489,8,41,1:2:16870
490,8,42,1:2:16870
491,8,43,1:2:16870
492,8,44,1:2:16870
493,8,45,1:2:16870
494,8,46,1:2:16870
495,8,47,1:2:16870
496,8,48,1:2:16870
497,8,49,1:2:16870
498,8,50,1:2:16870
499,8,51,1:2:16870
500,8,52,1:2:16870
501,8,53,1:2:16870
502,8,54,1:2:16870
503,8,55,1:2:16870
504,8,56,1:2:16870
505,8,57,1:2:16870
506,8,58,1:2:16870
507,8,59,1:2:16870
508,8,60,1:2:16870
509,8,61,1:2:16870
510,8,62,1:2:16870
511,8,63,1:2:16870
512,8,64,1:2:16870
513,9,1,1:2:250000|2:200105:20|3:104010:1
514,9,2,1:2:175000|2:200105:15
515,9,3,1:2:150000|2:200105:11
516,9,4,1:2:125000|2:200105:8
517,9,5,1:2:100000|2:200105:5
518,9,6,1:2:100000|2:200105:5
519,9,7,1:2:100000|2:200105:5
520,9,8,1:2:100000|2:200105:5
521,9,9,1:2:75000|2:200105:3
522,9,10,1:2:75000|2:200105:3
523,9,11,1:2:75000|2:200105:3
524,9,12,1:2:75000|2:200105:3
525,9,13,1:2:75000|2:200105:3
526,9,14,1:2:75000|2:200105:3
527,9,15,1:2:75000|2:200105:3
528,9,16,1:2:75000|2:200105:3
529,9,17,1:2:37500|2:200105:1
530,9,18,1:2:37500|2:200105:1
531,9,19,1:2:37500|2:200105:1
532,9,20,1:2:37500|2:200105:1
533,9,21,1:2:37500|2:200105:1
534,9,22,1:2:37500|2:200105:1
535,9,23,1:2:37500|2:200105:1
536,9,24,1:2:37500|2:200105:1
537,9,25,1:2:37500|2:200105:1
538,9,26,1:2:37500|2:200105:1
539,9,27,1:2:37500|2:200105:1
540,9,28,1:2:37500|2:200105:1
541,9,29,1:2:37500|2:200105:1
542,9,30,1:2:37500|2:200105:1
543,9,31,1:2:37500|2:200105:1
544,9,32,1:2:37500|2:200105:1
545,9,33,1:2:18750
546,9,34,1:2:18750
547,9,35,1:2:18750
548,9,36,1:2:18750
549,9,37,1:2:18750
550,9,38,1:2:18750
551,9,39,1:2:18750
552,9,40,1:2:18750
553,9,41,1:2:18750
554,9,42,1:2:18750
555,9,43,1:2:18750
556,9,44,1:2:18750
557,9,45,1:2:18750
558,9,46,1:2:18750
559,9,47,1:2:18750
560,9,48,1:2:18750
561,9,49,1:2:18750
562,9,50,1:2:18750
563,9,51,1:2:18750
564,9,52,1:2:18750
565,9,53,1:2:18750
566,9,54,1:2:18750
567,9,55,1:2:18750
568,9,56,1:2:18750
569,9,57,1:2:18750
570,9,58,1:2:18750
571,9,59,1:2:18750
572,9,60,1:2:18750
573,9,61,1:2:18750
574,9,62,1:2:18750
575,9,63,1:2:18750
576,9,64,1:2:18750
577,10,1,1:2:275000|2:200105:20|3:104010:1
578,10,2,1:2:192500|2:200105:15
579,10,3,1:2:165000|2:200105:11
580,10,4,1:2:137500|2:200105:8
581,10,5,1:2:110000|2:200105:5
582,10,6,1:2:110000|2:200105:5
583,10,7,1:2:110000|2:200105:5
584,10,8,1:2:110000|2:200105:5
585,10,9,1:2:82500|2:200105:3
586,10,10,1:2:82500|2:200105:3
587,10,11,1:2:82500|2:200105:3
588,10,12,1:2:82500|2:200105:3
589,10,13,1:2:82500|2:200105:3
590,10,14,1:2:82500|2:200105:3
591,10,15,1:2:82500|2:200105:3
592,10,16,1:2:82500|2:200105:3
593,10,17,1:2:41250|2:200105:1
594,10,18,1:2:41250|2:200105:1
595,10,19,1:2:41250|2:200105:1
596,10,20,1:2:41250|2:200105:1
597,10,21,1:2:41250|2:200105:1
598,10,22,1:2:41250|2:200105:1
599,10,23,1:2:41250|2:200105:1
600,10,24,1:2:41250|2:200105:1
601,10,25,1:2:41250|2:200105:1
602,10,26,1:2:41250|2:200105:1
603,10,27,1:2:41250|2:200105:1
604,10,28,1:2:41250|2:200105:1
605,10,29,1:2:41250|2:200105:1
606,10,30,1:2:41250|2:200105:1
607,10,31,1:2:41250|2:200105:1
608,10,32,1:2:41250|2:200105:1
609,10,33,1:2:20620
610,10,34,1:2:20620
611,10,35,1:2:20620
612,10,36,1:2:20620
613,10,37,1:2:20620
614,10,38,1:2:20620
615,10,39,1:2:20620
616,10,40,1:2:20620
617,10,41,1:2:20620
618,10,42,1:2:20620
619,10,43,1:2:20620
620,10,44,1:2:20620
621,10,45,1:2:20620
622,10,46,1:2:20620
623,10,47,1:2:20620
624,10,48,1:2:20620
625,10,49,1:2:20620
626,10,50,1:2:20620
627,10,51,1:2:20620
628,10,52,1:2:20620
629,10,53,1:2:20620
630,10,54,1:2:20620
631,10,55,1:2:20620
632,10,56,1:2:20620
633,10,57,1:2:20620
634,10,58,1:2:20620
635,10,59,1:2:20620
636,10,60,1:2:20620
637,10,61,1:2:20620
638,10,62,1:2:20620
639,10,63,1:2:20620
640,10,64,1:2:20620
641,11,1,1:2:300000|2:200105:20|3:104010:1
642,11,2,1:2:210000|2:200105:15
643,11,3,1:2:180000|2:200105:11
644,11,4,1:2:150000|2:200105:8
645,11,5,1:2:120000|2:200105:5
646,11,6,1:2:120000|2:200105:5
647,11,7,1:2:120000|2:200105:5
648,11,8,1:2:120000|2:200105:5
649,11,9,1:2:90000|2:200105:3
650,11,10,1:2:90000|2:200105:3
651,11,11,1:2:90000|2:200105:3
652,11,12,1:2:90000|2:200105:3
653,11,13,1:2:90000|2:200105:3
654,11,14,1:2:90000|2:200105:3
655,11,15,1:2:90000|2:200105:3
656,11,16,1:2:90000|2:200105:3
657,11,17,1:2:45000|2:200105:1
658,11,18,1:2:45000|2:200105:1
659,11,19,1:2:45000|2:200105:1
660,11,20,1:2:45000|2:200105:1
661,11,21,1:2:45000|2:200105:1
662,11,22,1:2:45000|2:200105:1
663,11,23,1:2:45000|2:200105:1
664,11,24,1:2:45000|2:200105:1
665,11,25,1:2:45000|2:200105:1
666,11,26,1:2:45000|2:200105:1
667,11,27,1:2:45000|2:200105:1
668,11,28,1:2:45000|2:200105:1
669,11,29,1:2:45000|2:200105:1
670,11,30,1:2:45000|2:200105:1
671,11,31,1:2:45000|2:200105:1
672,11,32,1:2:45000|2:200105:1
673,11,33,1:2:22500
674,11,34,1:2:22500
675,11,35,1:2:22500
676,11,36,1:2:22500
677,11,37,1:2:22500
678,11,38,1:2:22500
679,11,39,1:2:22500
680,11,40,1:2:22500
681,11,41,1:2:22500
682,11,42,1:2:22500
683,11,43,1:2:22500
684,11,44,1:2:22500
685,11,45,1:2:22500
686,11,46,1:2:22500
687,11,47,1:2:22500
688,11,48,1:2:22500
689,11,49,1:2:22500
690,11,50,1:2:22500
691,11,51,1:2:22500
692,11,52,1:2:22500
693,11,53,1:2:22500
694,11,54,1:2:22500
695,11,55,1:2:22500
696,11,56,1:2:22500
697,11,57,1:2:22500
698,11,58,1:2:22500
699,11,59,1:2:22500
700,11,60,1:2:22500
701,11,61,1:2:22500
702,11,62,1:2:22500
703,11,63,1:2:22500
704,11,64,1:2:22500
705,12,1,1:2:325000|2:200105:20|3:104010:1
706,12,2,1:2:227500|2:200105:15
707,12,3,1:2:195000|2:200105:11
708,12,4,1:2:162500|2:200105:8
709,12,5,1:2:130000|2:200105:5
710,12,6,1:2:130000|2:200105:5
711,12,7,1:2:130000|2:200105:5
712,12,8,1:2:130000|2:200105:5
713,12,9,1:2:97500|2:200105:3
714,12,10,1:2:97500|2:200105:3
715,12,11,1:2:97500|2:200105:3
716,12,12,1:2:97500|2:200105:3
717,12,13,1:2:97500|2:200105:3
718,12,14,1:2:97500|2:200105:3
719,12,15,1:2:97500|2:200105:3
720,12,16,1:2:97500|2:200105:3
721,12,17,1:2:48750|2:200105:1
722,12,18,1:2:48750|2:200105:1
723,12,19,1:2:48750|2:200105:1
724,12,20,1:2:48750|2:200105:1
725,12,21,1:2:48750|2:200105:1
726,12,22,1:2:48750|2:200105:1
727,12,23,1:2:48750|2:200105:1
728,12,24,1:2:48750|2:200105:1
729,12,25,1:2:48750|2:200105:1
730,12,26,1:2:48750|2:200105:1
731,12,27,1:2:48750|2:200105:1
732,12,28,1:2:48750|2:200105:1
733,12,29,1:2:48750|2:200105:1
734,12,30,1:2:48750|2:200105:1
735,12,31,1:2:48750|2:200105:1
736,12,32,1:2:48750|2:200105:1
737,12,33,1:2:24370
738,12,34,1:2:24370
739,12,35,1:2:24370
740,12,36,1:2:24370
741,12,37,1:2:24370
742,12,38,1:2:24370
743,12,39,1:2:24370
744,12,40,1:2:24370
745,12,41,1:2:24370
746,12,42,1:2:24370
747,12,43,1:2:24370
748,12,44,1:2:24370
749,12,45,1:2:24370
750,12,46,1:2:24370
751,12,47,1:2:24370
752,12,48,1:2:24370
753,12,49,1:2:24370
754,12,50,1:2:24370
755,12,51,1:2:24370
756,12,52,1:2:24370
757,12,53,1:2:24370
758,12,54,1:2:24370
759,12,55,1:2:24370
760,12,56,1:2:24370
761,12,57,1:2:24370
762,12,58,1:2:24370
763,12,59,1:2:24370
764,12,60,1:2:24370
765,12,61,1:2:24370
766,12,62,1:2:24370
767,12,63,1:2:24370
768,12,64,1:2:24370
769,13,1,1:2:350000|2:200105:20|3:104010:1
770,13,2,1:2:245000|2:200105:15
771,13,3,1:2:210000|2:200105:11
772,13,4,1:2:175000|2:200105:8
773,13,5,1:2:140000|2:200105:5
774,13,6,1:2:140000|2:200105:5
775,13,7,1:2:140000|2:200105:5
776,13,8,1:2:140000|2:200105:5
777,13,9,1:2:105000|2:200105:3
778,13,10,1:2:105000|2:200105:3
779,13,11,1:2:105000|2:200105:3
780,13,12,1:2:105000|2:200105:3
781,13,13,1:2:105000|2:200105:3
782,13,14,1:2:105000|2:200105:3
783,13,15,1:2:105000|2:200105:3
784,13,16,1:2:105000|2:200105:3
785,13,17,1:2:52500|2:200105:1
786,13,18,1:2:52500|2:200105:1
787,13,19,1:2:52500|2:200105:1
788,13,20,1:2:52500|2:200105:1
789,13,21,1:2:52500|2:200105:1
790,13,22,1:2:52500|2:200105:1
791,13,23,1:2:52500|2:200105:1
792,13,24,1:2:52500|2:200105:1
793,13,25,1:2:52500|2:200105:1
794,13,26,1:2:52500|2:200105:1
795,13,27,1:2:52500|2:200105:1
796,13,28,1:2:52500|2:200105:1
797,13,29,1:2:52500|2:200105:1
798,13,30,1:2:52500|2:200105:1
799,13,31,1:2:52500|2:200105:1
800,13,32,1:2:52500|2:200105:1
801,13,33,1:2:26250
802,13,34,1:2:26250
803,13,35,1:2:26250
804,13,36,1:2:26250
805,13,37,1:2:26250
806,13,38,1:2:26250
807,13,39,1:2:26250
808,13,40,1:2:26250
809,13,41,1:2:26250
810,13,42,1:2:26250
811,13,43,1:2:26250
812,13,44,1:2:26250
813,13,45,1:2:26250
814,13,46,1:2:26250
815,13,47,1:2:26250
816,13,48,1:2:26250
817,13,49,1:2:26250
818,13,50,1:2:26250
819,13,51,1:2:26250
820,13,52,1:2:26250
821,13,53,1:2:26250
822,13,54,1:2:26250
823,13,55,1:2:26250
824,13,56,1:2:26250
825,13,57,1:2:26250
826,13,58,1:2:26250
827,13,59,1:2:26250
828,13,60,1:2:26250
829,13,61,1:2:26250
830,13,62,1:2:26250
831,13,63,1:2:26250
832,13,64,1:2:26250
833,14,1,1:2:375000|2:200105:20|3:104010:1
834,14,2,1:2:262500|2:200105:15
835,14,3,1:2:225000|2:200105:11
836,14,4,1:2:187500|2:200105:8
837,14,5,1:2:150000|2:200105:5
838,14,6,1:2:150000|2:200105:5
839,14,7,1:2:150000|2:200105:5
