Id,TrainId,BreakIndex,TargetLevel,BuffType,BuffValue,CardBuffType,CardBuffValue,CardTotalValue
10063,1,63,1900,8,10.0,9,0.0,59.0
10064,1,64,1950,9,10.0,9,0.0,59.0
10065,1,65,2000,1,7777.0,9,3.0,62.0
10066,1,66,2100,3,15.0,9,0.0,62.0
10067,1,67,2200,4,15.0,9,1.0,63.0
10068,1,68,2300,5,15.0,9,0.0,63.0
10069,1,69,2400,6,15.0,9,0.0,63.0
10070,1,70,2500,1,777.0,9,2.0,65.0
10071,1,71,2600,8,15.0,9,0.0,65.0
10072,1,72,2700,9,15.0,9,1.0,66.0
10073,1,73,2800,10,15.0,9,0.0,66.0
10074,1,74,2900,2,15.0,9,0.0,66.0
10075,1,75,3000,1,777.0,9,3.0,69.0
10076,1,76,3100,3,20.0,9,0.0,69.0
10077,1,77,3200,7,20.0,9,1.0,70.0
10078,1,78,3300,9,20.0,9,0.0,70.0
10079,1,79,3400,10,20.0,9,0.0,70.0
10080,1,80,3500,1,777.0,9,2.0,72.0
10081,1,81,3600,7,25.0,9,0.0,72.0
10082,1,82,3700,8,25.0,9,1.0,73.0
10083,1,83,3800,9,25.0,9,0.0,73.0
10084,1,84,3900,10,25.0,9,0.0,73.0
10085,1,85,4000,1,30.0,9,3.0,76.0
10086,1,86,4100,2,30.0,9,0.0,76.0
10087,1,87,4200,3,30.0,9,1.0,77.0
10088,1,88,4300,4,30.0,9,0.0,77.0
10089,1,89,4400,5,30.0,9,0.0,77.0
10090,1,90,4500,6,30.0,9,2.0,79.0
10091,1,91,4600,7,30.0,9,0.0,79.0
10092,1,92,4700,8,30.0,9,1.0,80.0
10093,1,93,4800,9,30.0,9,0.0,80.0
10094,1,94,4900,10,30.0,9,0.0,80.0
10095,1,95,5000,1,50.0,9,3.0,83.0
10096,1,96,5100,1,50.0,9,0.0,83.0
10097,1,97,5200,1,50.0,9,1.0,84.0
10098,1,98,5300,1,50.0,9,0.0,84.0
10099,1,99,5400,1,50.0,9,0.0,84.0
10100,1,100,5500,3,50.0,9,2.0,86.0
10101,1,101,5600,9,50.0,9,0.0,86.0
10102,1,102,5700,4,50.0,9,1.0,87.0
10103,1,103,5800,5,50.0,9,0.0,87.0
10104,1,104,5900,6,50.0,9,0.0,87.0
10105,1,105,6000,7,50.0,9,3.0,90.0
10106,1,106,6100,8,50.0,9,0.0,90.0
10107,1,107,6200,9,50.0,9,1.0,91.0
10108,1,108,6300,10,50.0,9,0.0,91.0
10109,1,109,6400,2,66.0,9,0.0,91.0
10110,1,110,6500,1,666.0,9,2.0,93.0
10111,1,111,6600,3,66.0,9,0.0,93.0
10112,1,112,6700,4,66.0,9,1.0,94.0
10113,1,113,6800,5,66.0,9,0.0,94.0
10114,1,114,6900,6,66.0,9,0.0,94.0
10115,1,115,7000,7,66.0,9,3.0,97.0
10116,1,116,7100,8,66.0,9,0.0,97.0
10117,1,117,7200,9,66.0,9,1.0,98.0
10118,1,118,7300,10,66.0,9,0.0,98.0
10119,1,119,7400,1,77.0,9,0.0,98.0
10120,1,120,7500,2,77.0,9,2.0,100.0
10121,1,121,7600,3,77.0,9,0.0,100.0
10122,1,122,7700,4,77.0,9,1.0,101.0
10123,1,123,7800,5,77.0,9,0.0,101.0
10124,1,124,7900,6,77.0,9,0.0,101.0
10125,1,125,8000,7,77.0,9,3.0,104.0
10126,1,126,8100,8,77.0,9,0.0,104.0
10127,1,127,8200,9,77.0,9,1.0,105.0
10128,1,128,8300,10,77.0,9,0.0,105.0
10129,1,129,8400,1,88.0,9,0.0,105.0
10130,1,130,8500,2,88.0,9,2.0,107.0
10131,1,131,8600,3,88.0,9,0.0,107.0
10132,1,132,8700,4,88.0,9,1.0,108.0
10133,1,133,8800,5,88.0,9,0.0,108.0
10134,1,134,8900,6,88.0,9,0.0,108.0
10135,1,135,9000,7,88.0,9,3.0,111.0
10136,1,136,9100,8,88.0,9,0.0,111.0
10137,1,137,9200,9,88.0,9,1.0,112.0
10138,1,138,9300,10,88.0,9,0.0,112.0
10139,1,139,9400,1,99.0,9,0.0,112.0
10140,1,140,9500,10,99.0,9,2.0,114.0
10141,1,141,9600,9,99.0,9,0.0,114.0
10142,1,142,9700,8,99.0,9,1.0,115.0
10143,1,143,9800,7,99.0,9,0.0,115.0
10144,1,144,9900,6,99.0,9,0.0,115.0
10145,1,145,10000,5,99.0,9,5.0,120.0
10146,1,146,10100,4,20.0,9,0.0,120.0
10147,1,147,10200,3,20.0,9,1.0,121.0
10148,1,148,10300,2,20.0,9,0.0,121.0
10149,1,149,10400,1,20.0,9,0.0,121.0
10150,1,150,10500,0,20.0,9,2.0,123.0
10151,1,151,10600,5,20.0,9,0.0,123.0
10152,1,152,10700,2,20.0,9,1.0,124.0
10153,1,153,10800,3,20.0,9,0.0,124.0
10154,1,154,10900,4,20.0,9,0.0,124.0
10155,1,155,11000,1,777.0,9,3.0,127.0
10156,1,156,11100,6,20.0,9,0.0,127.0
10157,1,157,11200,7,20.0,9,1.0,128.0
10158,1,158,11300,8,20.0,9,0.0,128.0
10159,1,159,11400,9,20.0,9,0.0,128.0
10160,1,160,11500,10,20.0,9,2.0,130.0
10161,1,161,11600,5,20.0,9,0.0,130.0
10162,1,162,11700,2,25.0,9,1.0,131.0
10163,1,163,11800,3,25.0,9,0.0,131.0
10164,1,164,11900,4,25.0,9,0.0,131.0
10165,1,165,12000,1,777.0,9,3.0,134.0
10166,1,166,12100,6,25.0,9,0.0,134.0
10167,1,167,12200,7,25.0,9,1.0,135.0
10168,1,168,12300,8,25.0,9,0.0,135.0
10169,1,169,12400,9,25.0,9,0.0,135.0
10170,1,170,12500,10,25.0,9,2.0,137.0
10171,1,171,12600,5,30.0,9,0.0,137.0
10172,1,172,12700,2,30.0,9,1.0,138.0
10173,1,173,12800,3,30.0,9,0.0,138.0
10174,1,174,12900,4,30.0,9,0.0,138.0
10175,1,175,13000,1,777.0,9,3.0,141.0
10176,1,176,13100,2,20.0,9,0.0,141.0
10177,1,177,13200,9,20.0,9,1.0,142.0
10178,1,178,13300,10,20.0,9,0.0,142.0
10179,1,179,13400,5,20.0,9,0.0,142.0
10180,1,180,13500,6,20.0,9,2.0,144.0
10181,1,181,13600,7,20.0,9,0.0,144.0
10182,1,182,13700,8,20.0,9,1.0,145.0
10183,1,183,13800,3,20.0,9,0.0,145.0
10184,1,184,13900,4,20.0,9,0.0,145.0
10185,1,185,14000,1,777.0,9,3.0,148.0
10186,1,186,14100,2,20.0,9,0.0,148.0
10187,1,187,14200,3,20.0,9,1.0,149.0
10188,1,188,14300,4,20.0,9,0.0,149.0
10189,1,189,14400,5,20.0,9,0.0,149.0
10190,1,190,14500,6,20.0,9,2.0,151.0
10191,1,191,14600,7,20.0,9,0.0,151.0
10192,1,192,14700,8,20.0,9,1.0,152.0
10193,1,193,14800,9,20.0,9,0.0,152.0
10194,1,194,14900,10,20.0,9,0.0,152.0
10195,1,195,15000,1,777.0,9,3.0,155.0
10196,1,196,15100,2,25.0,9,0.0,155.0
10197,1,197,15200,3,25.0,9,1.0,156.0
10198,1,198,15300,4,25.0,9,0.0,156.0
10199,1,199,15400,5,25.0,9,0.0,156.0
10200,1,200,15500,6,25.0,9,2.0,158.0
10201,1,201,15600,7,25.0,9,0.0,158.0
10202,1,202,15700,8,25.0,9,1.0,159.0
10203,1,203,15800,9,25.0,9,0.0,159.0
10204,1,204,15900,10,25.0,9,0.0,159.0
10205,1,205,16000,1,777.0,9,3.0,162.0
10206,1,206,16100,2,25.0,9,0.0,162.0
10207,1,207,16200,3,25.0,9,1.0,163.0
10208,1,208,16300,4,25.0,9,0.0,163.0
10209,1,209,16400,5,25.0,9,0.0,163.0
10210,1,210,16500,6,25.0,9,2.0,165.0
10211,1,211,16600,7,25.0,9,0.0,165.0
10212,1,212,16700,8,25.0,9,1.0,166.0
10213,1,213,16800,9,25.0,9,0.0,166.0
10214,1,214,16900,10,25.0,9,0.0,166.0
10215,1,215,17000,1,777.0,9,3.0,169.0
10216,1,216,17100,2,18.0,9,0.0,169.0
10217,1,217,17200,3,19.0,9,1.0,170.0
10218,1,218,17300,4,20.0,9,0.0,170.0
10219,1,219,17400,5,21.0,9,0.0,170.0
10220,1,220,17500,6,22.0,9,2.0,172.0
10221,1,221,17600,7,23.0,9,0.0,172.0
10222,1,222,17700,8,24.0,9,1.0,173.0
10223,1,223,17800,9,25.0,9,0.0,173.0
10224,1,224,17900,10,26.0,9,0.0,173.0
10225,1,225,18000,10,26.0,9,3.0,176.0
10226,1,226,18100,9,27.0,9,0.0,176.0
10227,1,227,18200,8,28.0,9,1.0,177.0
10228,1,228,18300,7,29.0,9,0.0,177.0
10229,1,229,18400,6,30.0,9,0.0,177.0
10230,1,230,18500,5,31.0,9,2.0,179.0
10231,1,231,18600,4,32.0,9,0.0,179.0
10232,1,232,18700,3,33.0,9,1.0,180.0
10233,1,233,18800,2,34.0,9,0.0,180.0
10234,1,234,18900,1,35.0,9,0.0,180.0
10235,1,235,19000,1,77777.0,9,3.0,183.0
10236,1,236,19100,2,18.0,9,0.0,183.0
10237,1,237,19200,3,18.0,9,1.0,184.0
10238,1,238,19300,4,18.0,9,0.0,184.0
10239,1,239,19400,5,18.0,9,0.0,184.0
10240,1,240,19500,6,18.0,9,2.0,186.0
10241,1,241,19600,7,18.0,9,0.0,186.0
10242,1,242,19700,8,18.0,9,1.0,187.0
10243,1,243,19800,9,18.0,9,0.0,187.0
10244,1,244,19900,10,18.0,9,0.0,187.0
10245,1,245,20000,10,20.0,9,5.0,192.0
10246,1,246,20100,9,20.0,9,0.0,192.0
10247,1,247,20200,8,20.0,9,1.0,193.0
10248,1,248,20300,7,20.0,9,0.0,193.0
10249,1,249,20400,6,20.0,9,0.0,193.0
10250,1,250,20500,5,20.0,9,2.0,195.0
10251,1,251,20600,4,20.0,9,0.0,195.0
10252,1,252,20700,3,20.0,9,1.0,196.0
10253,1,253,20800,2,20.0,9,0.0,196.0
10254,1,254,20900,1,20.0,9,0.0,196.0
10255,1,255,21000,1,777.0,9,3.0,199.0
10256,1,256,21100,2,8.0,9,0.0,199.0
10257,1,257,21200,3,8.0,9,1.0,200.0
10258,1,258,21300,4,8.0,9,0.0,200.0
10259,1,259,21400,5,8.0,9,0.0,200.0
10260,1,260,21500,6,8.0,9,2.0,202.0
10261,1,261,21600,7,8.0,9,0.0,202.0
10262,1,262,21700,8,8.0,9,1.0,203.0
10263,1,263,21800,9,8.0,9,0.0,203.0
10264,1,264,21900,10,8.0,9,0.0,203.0
10265,1,265,22000,10,9.0,9,3.0,206.0
10266,1,266,22100,9,9.0,9,0.0,206.0
10267,1,267,22200,8,9.0,9,1.0,207.0
10268,1,268,22300,7,9.0,9,0.0,207.0
10269,1,269,22400,6,9.0,9,0.0,207.0
10270,1,270,22500,5,9.0,9,2.0,209.0
10271,1,271,22600,4,9.0,9,0.0,209.0
10272,1,272,22700,3,9.0,9,1.0,210.0
10273,1,273,22800,2,9.0,9,0.0,210.0
10274,1,274,22900,1,9.0,9,0.0,210.0
10275,1,275,23000,1,20.0,9,3.0,213.0
10276,1,276,23100,2,15.0,9,0.0,213.0
10277,1,277,23200,3,15.0,9,1.0,214.0
10278,1,278,23300,4,15.0,9,0.0,214.0
10279,1,279,23400,5,15.0,9,0.0,214.0
10280,1,280,23500,6,15.0,9,2.0,216.0
10281,1,281,23600,7,15.0,9,0.0,216.0
10282,1,282,23700,8,15.0,9,1.0,217.0
10283,1,283,23800,9,15.0,9,0.0,217.0
10284,1,284,23900,10,15.0,9,0.0,217.0
10285,1,285,24000,1,20.0,9,3.0,220.0
10286,1,286,24100,2,15.0,9,0.0,220.0
10287,1,287,24200,3,15.0,9,1.0,221.0
10288,1,288,24300,4,15.0,9,0.0,221.0
10289,1,289,24400,5,15.0,9,0.0,221.0
10290,1,290,24500,6,15.0,9,2.0,223.0
10291,1,291,24600,7,15.0,9,0.0,223.0
10292,1,292,24700,8,15.0,9,1.0,224.0
10293,1,293,24800,9,15.0,9,0.0,224.0
10294,1,294,24900,10,15.0,9,0.0,224.0
10295,1,295,25000,1,30.0,9,3.0,227.0
10296,1,296,25100,2,15.0,9,0.0,227.0
10297,1,297,25200,3,15.0,9,1.0,228.0
10298,1,298,25300,4,15.0,9,0.0,228.0
10299,1,299,25400,5,15.0,9,0.0,228.0
10300,1,300,25500,6,15.0,9,2.0,230.0
10301,1,301,25600,7,15.0,9,0.0,230.0
10302,1,302,25700,8,15.0,9,1.0,231.0
10303,1,303,25800,9,15.0,9,0.0,231.0
10304,1,304,25900,10,15.0,9,0.0,231.0
10305,1,305,26000,1,30.0,9,3.0,234.0
10306,1,306,26100,2,15.0,9,0.0,234.0
10307,1,307,26200,3,15.0,9,1.0,235.0
10308,1,308,26300,4,15.0,9,0.0,235.0
10309,1,309,26400,5,15.0,9,0.0,235.0
10310,1,310,26500,6,15.0,9,2.0,237.0
10311,1,311,26600,7,15.0,9,0.0,237.0
10312,1,312,26700,8,15.0,9,1.0,238.0
10313,1,313,26800,9,15.0,9,0.0,238.0
10314,1,314,26900,10,15.0,9,0.0,238.0
10315,1,315,27000,1,35.0,9,3.0,241.0
10316,1,316,27100,2,15.0,9,0.0,241.0
10317,1,317,27200,3,15.0,9,1.0,242.0
10318,1,318,27300,4,15.0,9,0.0,242.0
10319,1,319,27400,5,15.0,9,0.0,242.0
10320,1,320,27500,6,15.0,9,2.0,244.0
10321,1,321,27600,7,15.0,9,0.0,244.0
10322,1,322,27700,8,15.0,9,1.0,245.0
10323,1,323,27800,9,15.0,9,0.0,245.0
10324,1,324,27900,10,15.0,9,0.0,245.0
10325,1,325,28000,1,50.0,9,3.0,248.0
10326,1,326,28100,2,10.0,9,0.0,248.0
10327,1,327,28200,3,10.0,9,1.0,249.0
10328,1,328,28300,4,10.0,9,0.0,249.0
10329,1,329,28400,5,10.0,9,0.0,249.0
10330,1,330,28500,6,10.0,9,2.0,251.0
10331,1,331,28600,7,10.0,9,0.0,251.0
10332,1,332,28700,8,10.0,9,1.0,252.0
10333,1,333,28800,9,10.0,9,0.0,252.0
10334,1,334,28900,10,10.0,9,0.0,252.0
10335,1,335,29000,1,30.0,9,3.0,255.0
10336,1,336,29100,2,11.0,9,0.0,255.0
10337,1,337,29200,3,11.0,9,1.0,256.0
10338,1,338,29300,4,11.0,9,0.0,256.0
10339,1,339,29400,5,11.0,9,0.0,256.0
10340,1,340,29500,6,11.0,9,2.0,258.0
10341,1,341,29600,7,11.0,9,0.0,258.0
10342,1,342,29700,8,11.0,9,1.0,259.0
10343,1,343,29800,9,11.0,9,0.0,259.0
10344,1,344,29900,10,11.0,9,0.0,259.0
10345,1,345,30000,1,35.0,9,5.0,264.0
10346,1,346,30100,2,12.0,9,0.0,264.0
10347,1,347,30200,3,12.0,9,1.0,265.0
10348,1,348,30300,4,12.0,9,0.0,265.0
10349,1,349,30400,5,12.0,9,0.0,265.0
10350,1,350,30500,6,12.0,9,2.0,267.0
10351,1,351,30600,7,12.0,9,0.0,267.0
10352,1,352,30700,8,12.0,9,1.0,268.0
10353,1,353,30800,9,12.0,9,0.0,268.0
10354,1,354,30900,10,12.0,9,0.0,268.0
10355,1,355,31000,1,39.0,9,3.0,271.0
10356,1,356,31100,2,13.0,9,0.0,271.0
10357,1,357,31200,3,13.0,9,1.0,272.0
10358,1,358,31300,4,13.0,9,0.0,272.0
10359,1,359,31400,5,13.0,9,0.0,272.0
10360,1,360,31500,6,13.0,9,2.0,274.0
10361,1,361,31600,7,13.0,9,0.0,274.0
10362,1,362,31700,8,13.0,9,1.0,275.0
10363,1,363,31800,9,13.0,9,0.0,275.0
10364,1,364,31900,10,13.0,9,0.0,275.0
10365,1,365,32000,1,50.0,9,3.0,278.0
10366,1,366,32100,2,15.0,9,0.0,278.0
10367,1,367,32200,3,15.0,9,1.0,279.0
10368,1,368,32300,4,15.0,9,0.0,279.0
10369,1,369,32400,5,15.0,9,0.0,279.0
10370,1,370,32500,6,15.0,9,2.0,281.0
10371,1,371,32600,7,15.0,9,0.0,281.0
10372,1,372,32700,8,15.0,9,1.0,282.0
10373,1,373,32800,9,15.0,9,0.0,282.0
10374,1,374,32900,10,15.0,9,0.0,282.0
10375,1,375,33000,1,50.0,9,3.0,285.0
10376,1,376,33100,2,20.0,9,0.0,285.0
10377,1,377,33200,3,20.0,9,1.0,286.0
10378,1,378,33300,4,20.0,9,0.0,286.0
10379,1,379,33400,5,20.0,9,0.0,286.0
10380,1,380,33500,6,20.0,9,2.0,288.0
10381,1,381,33600,7,20.0,9,0.0,288.0
10382,1,382,33700,8,20.0,9,1.0,289.0
10383,1,383,33800,9,20.0,9,0.0,289.0
10384,1,384,33900,10,20.0,9,0.0,289.0
10385,1,385,34000,1,50.0,9,3.0,292.0
10386,1,386,34100,2,20.0,9,0.0,292.0
10387,1,387,34200,3,20.0,9,1.0,293.0
10388,1,388,34300,4,20.0,9,0.0,293.0
10389,1,389,34400,5,20.0,9,0.0,293.0
10390,1,390,34500,6,20.0,9,2.0,295.0
10391,1,391,34600,7,20.0,9,0.0,295.0
10392,1,392,34700,8,20.0,9,1.0,296.0
10393,1,393,34800,9,20.0,9,0.0,296.0
10394,1,394,34900,10,20.0,9,0.0,296.0
10395,1,395,35000,1,50.0,9,3.0,299.0
10396,1,396,35100,2,18.0,9,0.0,299.0
10397,1,397,35200,3,18.0,9,1.0,300.0
10398,1,398,35300,4,18.0,9,0.0,300.0
10399,1,399,35400,5,18.0,9,0.0,300.0
10400,1,400,35500,6,18.0,9,2.0,302.0
10401,1,401,35600,7,18.0,9,0.0,302.0
10402,1,402,35700,8,18.0,9,1.0,303.0
10403,1,403,35800,9,18.0,9,0.0,303.0
10404,1,404,35900,10,18.0,9,0.0,303.0
10405,1,405,36000,1,40.0,9,3.0,306.0
10406,1,406,36100,2,18.0,9,0.0,306.0
10407,1,407,36200,3,18.0,9,1.0,307.0
10408,1,408,36300,4,18.0,9,0.0,307.0
10409,1,409,36400,5,18.0,9,0.0,307.0
10410,1,410,36500,6,18.0,9,2.0,309.0
10411,1,411,36600,7,18.0,9,0.0,309.0
10412,1,412,36700,8,18.0,9,1.0,310.0
10413,1,413,36800,9,18.0,9,0.0,310.0
10414,1,414,36900,10,18.0,9,0.0,310.0
10415,1,415,37000,1,40.0,9,3.0,313.0
10416,1,416,37100,2,18.0,9,0.0,313.0
10417,1,417,37200,3,18.0,9,1.0,314.0
10418,1,418,37300,4,18.0,9,0.0,314.0
10419,1,419,37400,5,18.0,9,0.0,314.0
10420,1,420,37500,6,18.0,9,2.0,316.0
10421,1,421,37600,7,18.0,9,0.0,316.0
10422,1,422,37700,8,18.0,9,1.0,317.0
10423,1,423,37800,9,18.0,9,0.0,317.0
10424,1,424,37900,10,18.0,9,0.0,317.0
10425,1,425,38000,1,40.0,9,3.0,320.0
20001,2,1,1,402,1.0,3,20.0,20.0
20002,2,2,25,2,1.0,3,1.0,21.0
20003,2,3,50,402,2.0,3,0.0,21.0
20004,2,4,75,2,2.0,3,0.0,21.0
20005,2,5,100,402,4.0,3,2.0,23.0
20006,2,6,150,2,2.0,3,0.0,23.0
20007,2,7,200,2,2.0,3,1.0,24.0
20008,2,8,300,2,2.0,3,0.0,24.0
20009,2,9,400,2,2.0,3,0.0,24.0
20010,2,10,500,402,6.0,3,2.0,26.0
20011,2,11,600,2,2.0,3,0.0,26.0
20012,2,12,700,2,2.0,3,1.0,27.0
20013,2,13,800,2,2.0,3,0.0,27.0
20014,2,14,900,2,2.0,3,0.0,27.0
20015,2,15,1000,2,3.0,3,3.0,30.0
20016,2,16,1100,2,2.0,3,0.0,30.0
20017,2,17,1200,2,2.0,3,1.0,31.0
20018,2,18,1300,2,2.0,3,0.0,31.0
20019,2,19,1400,2,2.0,3,0.0,31.0
20020,2,20,1500,2,8.0,3,2.0,33.0
20021,2,21,1600,2,2.0,3,0.0,33.0
20022,2,22,1700,2,2.0,3,1.0,34.0
20023,2,23,1800,2,2.0,3,0.0,34.0
20024,2,24,1900,2,2.0,3,0.0,34.0
20025,2,25,2000,2,50.0,3,3.0,37.0
20026,2,26,2100,2,1.5,3,0.0,37.0
20027,2,27,2200,2,2.0,3,1.0,38.0
20028,2,28,2300,2,1.5,3,0.0,38.0
20029,2,29,2400,2,2.0,3,0.0,38.0
20030,2,30,2500,2,4.0,3,2.0,40.0
20031,2,31,2600,2,2.0,3,0.0,40.0
20032,2,32,2700,2,1.5,3,1.0,41.0
20033,2,33,2800,2,2.0,3,0.0,41.0
20034,2,34,2900,2,1.5,3,0.0,41.0
20035,2,35,3000,2,4.0,3,3.0,44.0
20036,2,36,3100,2,1.5,3,0.0,44.0
20037,2,37,3200,2,2.0,3,1.0,45.0
20038,2,38,3300,2,1.5,3,0.0,45.0
20039,2,39,3400,2,2.0,3,0.0,45.0
20040,2,40,3500,2,3.0,3,2.0,47.0
20041,2,41,3600,2,2.0,3,0.0,47.0
20042,2,42,3700,2,1.5,3,1.0,48.0
20043,2,43,3800,2,2.0,3,0.0,48.0
20044,2,44,3900,2,1.5,3,0.0,48.0
20045,2,45,4000,2,3.0,3,3.0,51.0
20046,2,46,4100,2,1.5,3,0.0,51.0
20047,2,47,4200,2,2.0,3,1.0,52.0
20048,2,48,4300,2,1.5,3,0.0,52.0
20049,2,49,4400,2,1.5,3,0.0,52.0
20050,2,50,4500,2,3.0,3,2.0,54.0
20051,2,51,4600,2,1.5,3,0.0,54.0
20052,2,52,4700,2,1.5,3,1.0,55.0
20053,2,53,4800,2,1.5,3,0.0,55.0
20054,2,54,4900,2,1.5,3,0.0,55.0
20055,2,55,5000,2,3.0,3,3.0,58.0
20056,2,56,5100,2,1.5,3,0.0,58.0
20057,2,57,5200,2,2.0,3,1.0,59.0
20058,2,58,5300,2,1.5,3,0.0,59.0
20059,2,59,5400,2,2.0,3,0.0,59.0
20060,2,60,5500,2,3.0,3,2.0,61.0
20061,2,61,5600,2,2.0,3,0.0,61.0
20062,2,62,5700,2,1.5,3,1.0,62.0
20063,2,63,5800,2,2.0,3,0.0,62.0
20064,2,64,5900,2,1.5,3,0.0,62.0
20065,2,65,6000,2,3.0,3,3.0,65.0
20066,2,66,6100,2,1.5,3,0.0,65.0
20067,2,67,6200,2,2.0,3,1.0,66.0
20068,2,68,6300,2,1.5,3,0.0,66.0
20069,2,69,6400,2,2.0,3,0.0,66.0
20070,2,70,6500,2,3.0,3,2.0,68.0
20071,2,71,6600,2,2.0,3,0.0,68.0
20072,2,72,6700,2,1.5,3,1.0,69.0
20073,2,73,6800,2,2.0,3,0.0,69.0
20074,2,74,6900,2,1.5,3,0.0,69.0
20075,2,75,7000,2,3.0,3,3.0,72.0
20076,2,76,7100,2,1.5,3,0.0,72.0
20077,2,77,7200,2,2.0,3,1.0,73.0
20078,2,78,7300,2,1.5,3,0.0,73.0
20079,2,79,7400,2,2.0,3,0.0,73.0
20080,2,80,7500,2,3.0,3,2.0,75.0
20081,2,81,7600,2,2.0,3,0.0,75.0
20082,2,82,7700,2,1.5,3,1.0,76.0
20083,2,83,7800,2,2.0,3,0.0,76.0
20084,2,84,7900,2,1.5,3,0.0,76.0
20085,2,85,8000,2,3.0,3,3.0,79.0
20086,2,86,8100,2,1.5,3,0.0,79.0
20087,2,87,8200,2,2.0,3,1.0,80.0
20088,2,88,8300,2,1.5,3,0.0,80.0
20089,2,89,8400,2,2.0,3,0.0,80.0
20090,2,90,8500,2,3.0,3,2.0,82.0
20091,2,91,8600,2,2.0,3,0.0,82.0
20092,2,92,8700,2,1.5,3,1.0,83.0
20093,2,93,8800,2,2.0,3,0.0,83.0
20094,2,94,8900,2,1.5,3,0.0,83.0
20095,2,95,9000,2,3.0,3,3.0,86.0
20096,2,96,9100,2,2.0,3,0.0,86.0
20097,2,97,9200,2,2.0,3,1.0,87.0
20098,2,98,9300,2,2.0,3,0.0,87.0
20099,2,99,9400,2,2.0,3,0.0,87.0
20100,2,100,9500,2,5.0,3,2.0,89.0
20101,2,101,9600,2,2.0,3,0.0,89.0
20102,2,102,9700,2,2.0,3,1.0,90.0
20103,2,103,9800,2,2.0,3,0.0,90.0
20104,2,104,9900,2,2.0,3,0.0,90.0
20105,2,105,10000,2,8.0,3,3.0,93.0
20106,2,106,10200,2,2.0,3,0.0,93.0
20107,2,107,10400,2,2.0,3,1.0,94.0
20108,2,108,10600,2,2.0,3,0.0,94.0
20109,2,109,10800,2,2.0,3,0.0,94.0
20110,2,110,11000,2,8.0,3,2.0,96.0
20111,2,111,11200,2,2.0,3,0.0,96.0
