Id,PoolId,CardId,Weight
580,41,103002,909
581,41,103003,1136
582,41,103004,1364
583,41,103005,1591
584,41,103006,1818
585,41,103007,2045
586,41,103008,2273
587,41,103009,2500
588,41,103010,2727
589,41,103011,2955
590,41,103012,3182
591,41,103013,3409
592,41,103014,3636
593,41,103015,3864
594,41,103016,4091
595,41,103017,4318
596,41,103018,4545
597,41,103019,4773
598,41,103020,5000
599,41,103021,5227
600,41,103022,5455
601,41,103023,5682
602,41,103024,5909
603,41,103025,6136
604,41,103026,6364
605,41,103027,6591
606,41,103028,6818
607,41,103029,7045
608,41,103030,7273
609,41,103031,7500
610,41,103032,7727
611,41,103033,7955
612,41,103034,8182
613,41,103035,8409
614,41,103036,8636
615,41,103037,8864
616,41,103038,9091
617,41,103039,9318
618,41,103040,9545
619,41,103041,9773
620,41,103042,10000
621,42,104007,8480
622,42,104002,8640
623,42,104003,8720
624,42,104005,8800
625,42,104009,8880
626,42,104011,8960
627,42,104012,9040
628,42,104015,9120
629,42,104017,9200
630,42,104018,9280
631,42,104019,9360
632,42,104020,9440
633,42,104020,9520
634,42,104023,9600
635,42,104025,9680
636,42,104026,9760
637,42,104027,9840
638,42,104028,9920
639,42,104030,9960
640,42,104038,10080
641,43,104007,10000
642,50,102001,327
643,50,102002,653
644,50,102003,979
645,50,102006,1305
646,50,102007,1631
647,50,102008,1957
648,50,102009,2283
649,50,102010,2609
650,50,102011,2935
651,50,102012,3261
652,50,102013,3587
653,50,102014,3913
654,50,102015,4239
655,50,102016,4565
656,50,102017,4900
657,50,101001,5188
658,50,101002,5476
659,50,101003,5765
660,50,101004,6053
661,50,101005,6341
662,50,101006,6629
663,50,101007,6918
664,50,101008,7206
665,50,101009,7494
666,50,101010,7782
667,50,101011,8071
668,50,101012,8359
669,50,101013,8647
670,50,101014,8935
671,50,101015,9224
672,50,101016,9512
673,50,101017,9800
674,50,102004,9803
675,50,102005,9807
676,50,103001,9810
677,50,103002,9814
678,50,103003,9817
679,50,103004,9820
680,50,103005,9824
681,50,103006,9827
682,50,103007,9831
683,50,103008,9834
684,50,103009,9838
685,50,103010,9841
686,50,103011,9844
687,50,103012,9848
688,50,103013,9851
689,50,103014,9855
690,50,103015,9858
691,50,103016,9861
692,50,103017,9865
693,50,103018,9868
694,50,103019,9872
695,50,103020,9875
696,50,103021,9878
697,50,103022,9882
698,50,103023,9885
699,50,103024,9889
700,50,103025,9892
701,50,103026,9895
702,50,103027,9899
703,50,103028,9902
704,50,103029,9906
705,50,103030,9909
706,50,103031,9913
707,50,103032,9916
708,50,103033,9919
709,50,103034,9923
710,50,103035,9926
711,50,103036,9930
712,50,103037,9933
713,50,103038,9936
714,50,103039,9940
715,50,103040,9943
716,50,103041,9947
717,50,103042,9950
718,50,104002,9955
719,50,104003,9958
720,50,104005,9961
721,50,104009,9963
722,50,104011,9966
723,50,104012,9968
724,50,104015,9971
725,50,104017,9974
726,50,104018,9976
727,50,104019,9979
728,50,104020,9982
729,50,104020,9984
730,50,104023,9987
731,50,104025,9989
732,50,104026,9992
733,50,104027,9995
734,50,104028,9997
735,50,104030,9999
736,50,104038,10000
737,51,102004,227
738,51,102005,455
739,51,103001,682
740,51,103002,909
741,51,103003,1136
742,51,103004,1364
743,51,103005,1591
744,51,103006,1818
745,51,103007,2045
746,51,103008,2273
747,51,103009,2500
748,51,103010,2727
749,51,103011,2955
750,51,103012,3182
751,51,103013,3409
752,51,103014,3636
753,51,103015,3864
754,51,103016,4091
755,51,103017,4318
756,51,103018,4545
757,51,103019,4773
758,51,103020,5000
759,51,103021,5227
760,51,103022,5455
761,51,103023,5682
762,51,103024,5909
763,51,103025,6136
764,51,103026,6364
765,51,103027,6591
766,51,103028,6818
767,51,103029,7045
768,51,103030,7273
769,51,103031,7500
770,51,103032,7727
771,51,103033,7955
772,51,103034,8182
773,51,103035,8409
774,51,103036,8636
775,51,103037,8864
776,51,103038,9091
777,51,103039,9318
778,51,103040,9545
779,51,103041,9773
780,51,103042,10000
781,52,104008,8480
782,52,104002,8640
783,52,104003,8720
784,52,104005,8800
785,52,104009,8880
786,52,104011,8960
787,52,104012,9040
788,52,104015,9120
789,52,104017,9200
790,52,104018,9280
791,52,104019,9360
792,52,104020,9440
793,52,104020,9520
794,52,104023,9600
795,52,104025,9680
796,52,104026,9760
797,52,104027,9840
798,52,104028,9920
799,52,104030,9960
800,52,104038,10000
801,53,104008,10000
802,60,102001,327
803,60,102002,653
804,60,102003,979
805,60,102006,1305
806,60,102007,1631
807,60,102008,1957
808,60,102009,2283
809,60,102010,2609
810,60,102011,2935
811,60,102012,3261
812,60,102013,3587
813,60,102014,3913
814,60,102015,4239
815,60,102016,4565
816,60,102017,4900
817,60,101001,5188
818,60,101002,5476
819,60,101003,5765
820,60,101004,6053
821,60,101005,6341
822,60,101006,6629
823,60,101007,6918
824,60,101008,7206
825,60,101009,7494
826,60,101010,7782
827,60,101011,8071
828,60,101012,8359
829,60,101013,8647
830,60,101014,8935
831,60,101015,9224
832,60,101016,9512
833,60,101017,9800
834,60,102004,9803
835,60,102005,9807
836,60,103001,9810
837,60,103002,9814
838,60,103003,9817
839,60,103004,9820
840,60,103005,9824
841,60,103006,9827
842,60,103007,9831
843,60,103008,9834
844,60,103009,9838
845,60,103010,9841
846,60,103011,9844
847,60,103012,9848
848,60,103013,9851
849,60,103014,9855
850,60,103015,9858
851,60,103016,9861
852,60,103017,9865
853,60,103018,9868
854,60,103019,9872
855,60,103020,9875
856,60,103021,9878
857,60,103022,9882
858,60,103023,9885
859,60,103024,9889
860,60,103025,9892
861,60,103026,9895
862,60,103027,9899
863,60,103028,9902
864,60,103029,9906
865,60,103030,9909
866,60,103031,9913
867,60,103032,9916
868,60,103033,9919
869,60,103034,9923
870,60,103035,9926
871,60,103036,9930
872,60,103037,9933
873,60,103038,9936
874,60,103039,9940
875,60,103040,9943
876,60,103041,9947
877,60,103042,9950
878,60,104002,9955
879,60,104003,9958
880,60,104005,9961
881,60,104009,9963
882,60,104011,9966
883,60,104012,9968
884,60,104015,9971
885,60,104017,9974
886,60,104018,9976
887,60,104019,9979
888,60,104020,9982
889,60,104020,9984
890,60,104023,9987
891,60,104025,9989
892,60,104026,9992
893,60,104027,9995
894,60,104028,9997
895,60,104030,9999
896,60,104038,10000
897,61,102004,227
898,61,102005,455
899,61,103001,682
900,61,103002,909
901,61,103003,1136
902,61,103004,1364
903,61,103005,1591
904,61,103006,1818
905,61,103007,2045
906,61,103008,2273
907,61,103009,2500
908,61,103010,2727
909,61,103011,2955
910,61,103012,3182
911,61,103013,3409
912,61,103014,3636
913,61,103015,3864
914,61,103016,4091
915,61,103017,4318
916,61,103018,4545
917,61,103019,4773
918,61,103020,5000
919,61,103021,5227
920,61,103022,5455
921,61,103023,5682
922,61,103024,5909
923,61,103025,6136
924,61,103026,6364
925,61,103027,6591
926,61,103028,6818
927,61,103029,7045
928,61,103030,7273
929,61,103031,7500
930,61,103032,7727
931,61,103033,7955
932,61,103034,8182
933,61,103035,8409
934,61,103036,8636
935,61,103037,8864
936,61,103038,9091
937,61,103039,9318
938,61,103040,9545
939,61,103041,9773
940,61,103042,10000
941,62,104013,8480
942,62,104002,8640
943,62,104003,8720
944,62,104005,8800
945,62,104009,8880
946,62,104011,8960
947,62,104012,9040
948,62,104015,9120
949,62,104017,9200
950,62,104018,9280
951,62,104019,9360
952,62,104020,9440
953,62,104020,9520
954,62,104023,9600
955,62,104025,9680
956,62,104026,9760
957,62,104027,9840
958,62,104028,9920
959,62,104030,9960
960,62,104038,10000
961,63,104013,10000
962,70,102001,327
963,70,102002,653
964,70,102003,979
965,70,102006,1305
966,70,102007,1631
967,70,102008,1957
968,70,102009,2283
969,70,102010,2609
970,70,102011,2935
971,70,102012,3261
972,70,102013,3587
973,70,102014,3913
974,70,102015,4239
975,70,102016,4565
976,70,102017,4900
977,70,101001,5188
978,70,101002,5476
979,70,101003,5765
980,70,101004,6053
981,70,101005,6341
982,70,101006,6629
983,70,101007,6918
984,70,101008,7206
985,70,101009,7494
986,70,101010,7782
987,70,101011,8071
988,70,101012,8359
989,70,101013,8647
990,70,101014,8935
991,70,101015,9224
992,70,101016,9512
993,70,101017,9800
994,70,102004,9803
995,70,102005,9807
996,70,103001,9810
997,70,103002,9814
998,70,103003,9817
999,70,103004,9820
1000,70,103005,9824
1001,70,103006,9827
1002,70,103007,9831
1003,70,103008,9834
1004,70,103009,9838
1005,70,103010,9841
1006,70,103011,9844
1007,70,103012,9848
1008,70,103013,9851
1009,70,103014,9855
1010,70,103015,9858
1011,70,103016,9861
1012,70,103017,9865
1013,70,103018,9868
1014,70,103019,9872
1015,70,103020,9875
1016,70,103021,9878
1017,70,103022,9882
1018,70,103023,9885
1019,70,103024,9889
1020,70,103025,9892
1021,70,103026,9895
1022,70,103027,9899
1023,70,103028,9902
1024,70,103029,9906
1025,70,103030,9909
1026,70,103031,9913
1027,70,103032,9916
1028,70,103033,9919
1029,70,103034,9923
1030,70,103035,9926
1031,70,103036,9930
1032,70,103037,9933
1033,70,103038,9936
1034,70,103039,9940
1035,70,103040,9943
1036,70,103041,9947
1037,70,103042,9950
1038,70,104002,9955
1039,70,104003,9958
1040,70,104005,9961
1041,70,104009,9963
1042,70,104011,9966
1043,70,104012,9968
1044,70,104015,9971
1045,70,104017,9974
1046,70,104018,9976
1047,70,104019,9979
1048,70,104020,9982
1049,70,104020,9984
1050,70,104023,9987
1051,70,104025,9989
1052,70,104026,9992
1053,70,104027,9995
1054,70,104028,9997
1055,70,104030,9999
1056,70,104038,10000
1057,71,102004,227
1058,71,102005,455
1059,71,103001,682
1060,71,103002,909
1061,71,103003,1136
1062,71,103004,1364
1063,71,103005,1591
1064,71,103006,1818
1065,71,103007,2045
1066,71,103008,2273
1067,71,103009,2500
1068,71,103010,2727
1069,71,103011,2955
1070,71,103012,3182
1071,71,103013,3409
1072,71,103014,3636
1073,71,103015,3864
1074,71,103016,4091
1075,71,103017,4318
1076,71,103018,4545
1077,71,103019,4773
1078,71,103020,5000
1079,71,103021,5227
1080,71,103022,5455
1081,71,103023,5682
1082,71,103024,5909
1083,71,103025,6136
1084,71,103026,6364
1085,71,103027,6591
1086,71,103028,6818
1087,71,103029,7045
1088,71,103030,7273
1089,71,103031,7500
1090,71,103032,7727
1091,71,103033,7955
1092,71,103034,8182
1093,71,103035,8409
1094,71,103036,8636
1095,71,103037,8864
1096,71,103038,9091
1097,71,103039,9318
1098,71,103040,9545
1099,71,103041,9773
1100,71,103042,10000
1101,72,104016,8480
1102,72,104002,8640
1103,72,104003,8720
1104,72,104005,8800
1105,72,104009,8880
1106,72,104011,8960
1107,72,104012,9040
1108,72,104015,9120
1109,72,104017,9200
1110,72,104018,9280
1111,72,104019,9360
1112,72,104020,9440
1113,72,104020,9520
1114,72,104023,9600
1115,72,104025,9680
1116,72,104026,9760
1117,72,104027,9840
1118,72,104028,9920
1119,72,104030,9960
1120,72,104038,10000
1121,73,104016,10000
1122,80,102001,327
1123,80,102002,653
1124,80,102003,979
1125,80,102006,1305
1126,80,102007,1631
1127,80,102008,1957
1128,80,102009,2283
1129,80,102010,2609
1130,80,102011,2935
1131,80,102012,3261
1132,80,102013,3587
1133,80,102014,3913
1134,80,102015,4239
1135,80,102016,4565
1136,80,102017,4900
1137,80,101001,5188
1138,80,101002,5476
1139,80,101003,5765
1140,80,101004,6053
1141,80,101005,6341
1142,80,101006,6629
1143,80,101007,6918
1144,80,101008,7206
1145,80,101009,7494
1146,80,101010,7782
1147,80,101011,8071
1148,80,101012,8359
1149,80,101013,8647
1150,80,101014,8935
1151,80,101015,9224
1152,80,101016,9512
1153,80,101017,9800
1154,80,102004,9803
1155,80,102005,9807
1156,80,103001,9810
1157,80,103002,9814
1158,80,103003,9817
1159,80,103004,9820
1160,80,103005,9824
1161,80,103006,9827
1162,80,103007,9831
1163,80,103008,9834
1164,80,103009,9838
1165,80,103010,9841
1166,80,103011,9844
1167,80,103012,9848
1168,80,103013,9851
1169,80,103014,9855
1170,80,103015,9858
1171,80,103016,9861
1172,80,103017,9865
1173,80,103018,9868
1174,80,103019,9872
1175,80,103020,9875
1176,80,103021,9878
1177,80,103022,9882
1178,80,103023,9885
1179,80,103024,9889
1180,80,103025,9892
1181,80,103026,9895
1182,80,103027,9899
1183,80,103028,9902
1184,80,103029,9906
1185,80,103030,9909
1186,80,103031,9913
1187,80,103032,9916
1188,80,103033,9919
1189,80,103034,9923
1190,80,103035,9926
1191,80,103036,9930
1192,80,103037,9933
1193,80,103038,9936
1194,80,103039,9940
1195,80,103040,9943
1196,80,103041,9947
1197,80,103042,9950
1198,80,104002,9955
1199,80,104003,9958
1200,80,104005,9961
1201,80,104009,9963
1202,80,104011,9966
1203,80,104012,9968
1204,80,104015,9971
1205,80,104017,9974
1206,80,104018,9976
1207,80,104019,9979
1208,80,104020,9982
1209,80,104020,9984
1210,80,104023,9987
1211,80,104025,9989
1212,80,104026,9992
1213,80,104027,9995
1214,80,104028,9997
1215,80,104030,9999
1216,80,104038,10000
1217,81,102004,227
1218,81,102005,455
1219,81,103001,682
1220,81,103002,909
1221,81,103003,1136
1222,81,103004,1364
1223,81,103005,1591
1224,81,103006,1818
1225,81,103007,2045
1226,81,103008,2273
1227,81,103009,2500
1228,81,103010,2727
1229,81,103011,2955
1230,81,103012,3182
1231,81,103013,3409
1232,81,103014,3636
1233,81,103015,3864
1234,81,103016,4091
1235,81,103017,4318
1236,81,103018,4545
1237,81,103019,4773
1238,81,103020,5000
1239,81,103021,5227
1240,81,103022,5455
1241,81,103023,5682
1242,81,103024,5909
1243,81,103025,6136
1244,81,103026,6364
1245,81,103027,6591
1246,81,103028,6818
1247,81,103029,7045
1248,81,103030,7273
1249,81,103031,7500
1250,81,103032,7727
1251,81,103033,7955
1252,81,103034,8182
1253,81,103035,8409
1254,81,103036,8636
1255,81,103037,8864
1256,81,103038,9091
1257,81,103039,9318
1258,81,103040,9545
1259,81,103041,9773
1260,81,103042,10000
1261,82,104022,8480
1262,82,104002,8640
1263,82,104003,8720
1264,82,104005,8800
1265,82,104009,8880
1266,82,104011,8960
1267,82,104012,9040
1268,82,104015,9120
1269,82,104017,9200
1270,82,104018,9280
1271,82,104019,9360
1272,82,104020,9440
1273,82,104020,9520
1274,82,104023,9600
1275,82,104025,9680
1276,82,104026,9760
1277,82,104027,9840
1278,82,104028,9920
1279,82,104030,9960
1280,82,104038,10000
1281,83,104022,10000
1282,90,102001,327
1283,90,102002,653
1284,90,102003,979
1285,90,102006,1305
1286,90,102007,1631
1287,90,102008,1957
1288,90,102009,2283
1289,90,102010,2609
1290,90,102011,2935
1291,90,102012,3261
1292,90,102013,3587
1293,90,102014,3913
1294,90,102015,4239
1295,90,102016,4565
1296,90,102017,4900
1297,90,101001,5188
1298,90,101002,5476
1299,90,101003,5765
1300,90,101004,6053
1301,90,101005,6341
1302,90,101006,6629
1303,90,101007,6918
1304,90,101008,7206
1305,90,101009,7494
1306,90,101010,7782
1307,90,101011,8071
1308,90,101012,8359
1309,90,101013,8647
1310,90,101014,8935
1311,90,101015,9224
1312,90,101016,9512
1313,90,101017,9800
1314,90,102004,9803
1315,90,102005,9807
1316,90,103001,9810
1317,90,103002,9814
1318,90,103003,9817
1319,90,103004,9820
1320,90,103005,9824
1321,90,103006,9827
1322,90,103007,9831
1323,90,103008,9834
1324,90,103009,9838
1325,90,103010,9841
1326,90,103011,9844
1327,90,103012,9848
1328,90,103013,9851
1329,90,103014,9855
1330,90,103015,9858
1331,90,103016,9861
1332,90,103017,9865
1333,90,103018,9868
1334,90,103019,9872
1335,90,103020,9875
1336,90,103021,9878
1337,90,103022,9882
1338,90,103023,9885
1339,90,103024,9889
1340,90,103025,9892
1341,90,103026,9895
1342,90,103027,9899
1343,90,103028,9902
1344,90,103029,9906
1345,90,103030,9909
1346,90,103031,9913
1347,90,103032,9916
1348,90,103033,9919
1349,90,103034,9923
1350,90,103035,9926
1351,90,103036,9930
1352,90,103037,9933
1353,90,103038,9936
1354,90,103039,9940
1355,90,103040,9943
1356,90,103041,9947
1357,90,103042,9950
1358,90,104002,9955
1359,90,104003,9958
1360,90,104005,9961
1361,90,104009,9963
1362,90,104011,9966
1363,90,104012,9968
1364,90,104015,9971
1365,90,104017,9974
1366,90,104018,9976
