Id,Name,Icon,Skindex,Sklv,Action,Actparam,Actobj,Side,When,Wparam2,Wparam1,Bufftime,Time,Desc,Fire
102010210,强化队友,102001210,2,1,addbuff,"[1,0,4]","[""5""]",0,onsection,3,=,10,-1,战斗开始时，增加中锋4%得分能力，持续10分钟,1
102010220,强化队友,102001210,2,2,addbuff,"[1,0,6]","[""5""]",0,onsection,3,=,10,-1,战斗开始时，增加中锋6%得分能力，持续10分钟,1
102011110,控球强化,101005110,1,1,addbuff,"[4,0,4]","[""self""]",0,onsection,3,=,10,-1,战斗开始时，增加4%控球能力，持续10分钟,0
102011120,控球强化,101005110,1,2,addbuff,"[4,0,6]","[""self""]",0,onsection,3,=,10,-1,战斗开始时，增加6%控球能力，持续10分钟,0
102011210,强化队友,102001210,2,1,addbuff,"[5,0,4]","[""1""]",0,onsection,3,=,10,-1,战斗开始时，增加控球后卫4%抢断能力，持续10分钟,1
102011220,强化队友,102001210,2,2,addbuff,"[5,0,6]","[""1""]",0,onsection,3,=,10,-1,战斗开始时，增加控球后卫6%抢断能力，持续10分钟,1
102012110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,3,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102012120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,3,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102012210,强化队友,102001210,2,1,addbuff,"[1,0,4]","[""2""]",0,onsection,3,=,10,-1,战斗开始时，增加得分后卫4%得分能力，持续10分钟,1
102012220,强化队友,102001210,2,2,addbuff,"[1,0,6]","[""2""]",0,onsection,3,=,10,-1,战斗开始时，增加得分后卫6%得分能力，持续10分钟,1
102013110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102013120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102013210,强化队友,102001210,2,1,addbuff,"[1,0,4]","[""2""]",0,onsection,4,=,10,-1,战斗开始时，增加得分后卫4%得分能力，持续10分钟,1
102013220,强化队友,102001210,2,2,addbuff,"[1,0,6]","[""2""]",0,onsection,4,=,10,-1,战斗开始时，增加得分后卫6%得分能力，持续10分钟,1
102014110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102014120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102014210,强化队友,102001210,2,1,addbuff,"[2,0,4]","[""4""]",0,onsection,4,=,10,-1,战斗开始时，增加大前锋4%传球能力，持续10分钟,1
102014220,强化队友,102001210,2,2,addbuff,"[2,0,6]","[""4""]",0,onsection,4,=,10,-1,战斗开始时，增加大前锋6%传球能力，持续10分钟,1
102015110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102015120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102015210,强化队友,102001210,2,1,addbuff,"[4,0,4]","[""1""]",0,onsection,4,=,10,-1,战斗开始时，增加控球后卫4%控球能力，持续10分钟,1
102015220,强化队友,102001210,2,2,addbuff,"[4,0,6]","[""1""]",0,onsection,4,=,10,-1,战斗开始时，增加控球后卫6%控球能力，持续10分钟,1
102016110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102016120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102016210,强化队友,102001210,2,1,addbuff,"[3,0,4]","[""4""]",0,onsection,4,=,10,-1,战斗开始时，增加大前锋4%传球能力，持续10分钟,1
102016220,强化队友,102001210,2,2,addbuff,"[3,0,6]","[""4""]",0,onsection,4,=,10,-1,战斗开始时，增加大前锋6%传球能力，持续10分钟,1
102017110,篮板强化,101004110,1,1,addbuff,"[2,0,4]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加4%篮板能力，持续10分钟,0
102017120,篮板强化,101004110,1,2,addbuff,"[2,0,6]","[""self""]",0,onsection,4,=,10,-1,战斗开始时，增加6%篮板能力，持续10分钟,0
102017210,强化队友,102001210,2,1,addbuff,"[4,0,4]","[""1""]",0,onsection,4,=,10,-1,战斗开始时，增加控球后卫4%控球能力，持续10分钟,1
102017220,强化队友,102001210,2,2,addbuff,"[4,0,6]","[""1""]",0,onsection,4,=,10,-1,战斗开始时，增加控球后卫6%控球能力，持续10分钟,1
103001110,传球强化,101001110,1,1,addbuff,"[2,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%传球能力，持续10分钟,0
103001120,传球强化,101001110,1,2,addbuff,"[2,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%传球能力，持续10分钟,0
103001210,强化队友,102001210,2,1,addbuff,"[8,0,10]","[""2""]",0,onbattle,-1,=,10,-1,战斗开始时，增加得分后卫10%控球能力，持续10分钟,0
103001220,强化队友,102001210,2,2,addbuff,"[8,0,15]","[""2""]",0,onbattle,-1,=,10,-1,战斗开始时，增加得分后卫15%控球能力，持续10分钟,0
103001310,强化队友,102001210,3,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%传球能力,1
103001320,强化队友,102001210,3,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%传球能力,1
103002110,得分强化,101006110,1,1,addbuff,"[6,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%得分能力，持续10分钟,0
103002120,得分强化,101006110,1,2,addbuff,"[6,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%得分能力，持续10分钟,0
103002210,强化队友,102001210,2,1,addbuff,"[5,0,10]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫10%篮板能力，持续10分钟,0
103002220,强化队友,102001210,2,2,addbuff,"[5,0,15]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫15%篮板能力，持续10分钟,0
103002310,强化队友,102001210,3,1,addbuff,"[6,0,10]","[""2""]",0,onbattle,-1,=,12,-1,战斗开始时，增加得分后卫10%得分能力,1
103002320,强化队友,102001210,3,2,addbuff,"[6,0,15]","[""2""]",0,onbattle,-1,=,12,-1,战斗开始时，增加得分后卫15%得分能力,1
103003110,得分强化,101006110,1,1,addbuff,"[6,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%得分能力，持续10分钟,0
103003120,得分强化,101006110,1,2,addbuff,"[6,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%得分能力，持续10分钟,0
103003210,强化队友,102001210,2,1,addbuff,"[5,0,10]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫10%篮板能力，持续10分钟,0
103003220,强化队友,102001210,2,2,addbuff,"[5,0,15]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫15%篮板能力，持续10分钟,0
103003310,强化队友,102001210,3,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%传球能力,1
103003320,强化队友,102001210,3,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%传球能力,1
103004110,得分强化,101006110,1,1,addbuff,"[6,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%得分能力，持续10分钟,0
103004120,得分强化,101006110,1,2,addbuff,"[6,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%得分能力，持续10分钟,0
103004210,强化队友,102001210,2,1,addbuff,"[5,0,10]","[""5""]",0,onbattle,-1,=,10,-1,战斗开始时，增加中锋10%篮板能力，持续10分钟,0
103004220,强化队友,102001210,2,2,addbuff,"[5,0,15]","[""5""]",0,onbattle,-1,=,10,-1,战斗开始时，增加中锋15%篮板能力，持续10分钟,0
103004310,强化队友,102001210,3,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%传球能力,1
103004320,强化队友,102001210,3,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%传球能力,1
103005110,篮板强化,101004110,1,1,addbuff,"[5,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%篮板能力，持续10分钟,0
103005120,篮板强化,101004110,1,2,addbuff,"[5,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%篮板能力，持续10分钟,0
103005210,强化队友,102001210,2,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋10%传球能力，持续10分钟,0
103005220,强化队友,102001210,2,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋15%传球能力，持续10分钟,0
103005310,强化队友,102001210,3,1,addbuff,"[8,0,10]","[""3""]",0,onbattle,-1,=,12,-1,战斗开始时，增加小前锋10%控球能力,1
103005320,强化队友,102001210,3,2,addbuff,"[8,0,15]","[""3""]",0,onbattle,-1,=,12,-1,战斗开始时，增加小前锋15%控球能力,1
103006110,篮板强化,101004110,1,1,addbuff,"[5,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%篮板能力，持续10分钟,0
103006120,篮板强化,101004110,1,2,addbuff,"[5,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%篮板能力，持续10分钟,0
103006210,强化队友,102001210,2,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋10%传球能力，持续10分钟,0
103006220,强化队友,102001210,2,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋15%传球能力，持续10分钟,0
103006310,强化队友,102001210,3,1,addbuff,"[6,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%得分能力,1
103006320,强化队友,102001210,3,2,addbuff,"[6,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%得分能力,1
103007110,抢断强化,101002110,1,1,addbuff,"[7,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%抢断能力，持续10分钟,0
103007120,抢断强化,101002110,1,2,addbuff,"[7,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%抢断能力，持续10分钟,0
103007210,强化队友,102001210,2,1,addbuff,"[6,0,10]","[""3""]",0,onbattle,-1,=,10,-1,战斗开始时，增加小前锋10%得分能力，持续10分钟,0
103007220,强化队友,102001210,2,2,addbuff,"[6,0,15]","[""3""]",0,onbattle,-1,=,10,-1,战斗开始时，增加小前锋15%得分能力，持续10分钟,0
103007310,强化队友,102001210,3,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%传球能力,1
103007320,强化队友,102001210,3,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%传球能力,1
103008110,防守强化,101009110,1,1,addbuff,"[3,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%防守能力，持续10分钟,0
103008120,防守强化,101009110,1,2,addbuff,"[3,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%防守能力，持续10分钟,0
103008210,强化队友,102001210,2,1,addbuff,"[6,0,10]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋10%得分能力，持续10分钟,0
103008220,强化队友,102001210,2,2,addbuff,"[6,0,15]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋15%得分能力，持续10分钟,0
103008310,强化队友,102001210,3,1,addbuff,"[6,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%得分能力,1
103008320,强化队友,102001210,3,2,addbuff,"[6,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%得分能力,1
103009110,传球强化,101001110,1,1,addbuff,"[2,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%传球能力，持续10分钟,0
103009120,传球强化,101001110,1,2,addbuff,"[2,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%传球能力，持续10分钟,0
103009210,强化队友,102001210,2,1,addbuff,"[2,0,10]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋10%传球能力，持续10分钟,0
103009220,强化队友,102001210,2,2,addbuff,"[2,0,15]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋15%传球能力，持续10分钟,0
103009310,强化队友,102001210,3,1,addbuff,"[6,0,10]","[""3""]",0,onbattle,-1,=,12,-1,战斗开始时，增加小前锋10%得分能力,1
103009320,强化队友,102001210,3,2,addbuff,"[6,0,15]","[""3""]",0,onbattle,-1,=,12,-1,战斗开始时，增加小前锋15%得分能力,1
103010110,篮板强化,101004110,1,1,addbuff,"[5,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%篮板能力，持续10分钟,0
103010120,篮板强化,101004110,1,2,addbuff,"[5,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%篮板能力，持续10分钟,0
103010210,强化队友,102001210,2,1,addbuff,"[5,0,10]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋10%篮板能力，持续10分钟,0
103010220,强化队友,102001210,2,2,addbuff,"[5,0,15]","[""4""]",0,onbattle,-1,=,10,-1,战斗开始时，增加大前锋15%篮板能力，持续10分钟,0
103010310,强化队友,102001210,3,1,addbuff,"[6,0,10]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋10%得分能力,1
103010320,强化队友,102001210,3,2,addbuff,"[6,0,15]","[""4""]",0,onbattle,-1,=,12,-1,战斗开始时，增加大前锋15%得分能力,1
103011110,篮板强化,101004110,1,1,addbuff,"[5,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%篮板能力，持续10分钟,0
103011120,篮板强化,101004110,1,2,addbuff,"[5,0,15]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加15%篮板能力，持续10分钟,0
103011210,强化队友,102001210,2,1,addbuff,"[5,0,10]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫10%篮板能力，持续10分钟,0
103011220,强化队友,102001210,2,2,addbuff,"[5,0,15]","[""1""]",0,onbattle,-1,=,10,-1,战斗开始时，增加控球后卫15%篮板能力，持续10分钟,0
103011310,强化队友,102001210,3,1,addbuff,"[5,0,10]","[""2""]",0,onsection,4,=,12,-1,第4节增加得分后卫10%篮板能力,1
103011320,强化队友,102001210,3,2,addbuff,"[5,0,15]","[""2""]",0,onsection,4,=,12,-1,第4节增加得分后卫15%篮板能力,1
103012110,得分强化,101006110,1,1,addbuff,"[6,0,10]","[""self""]",0,onbattle,-1,=,10,-1,战斗开始时，增加10%得分能力，持续10分钟,0
